1.680000000000000000e+02	1.073159244930220746e-01	3.273809523809523888e-03	1.600000000000000000e+01	2.032315924493022230e+00
1.120000000000000000e+02	2.019790064479298319e+00	2.946428571428571629e-03	1.361000000000000000e+03	3.174790064479298124e+00
5.780000000000000000e+02	1.981109898123843083e+00	3.287197231833910091e-03	4.200000000000000000e+01	8.631109898123842328e+00
1.910000000000000000e+02	8.563378386620080107e+00	2.617801047120419007e-03	5.799000000000000000e+03	1.031337838662008011e+01
8.320000000000000000e+02	2.613783255638050473e+00	3.064903846153846107e-03	9.830000000000000000e+02	1.153878325563805163e+01
1.100000000000000000e+02	9.775336523167093006e+00	2.181818181818181903e-03	2.100000000000000000e+01	1.061533652316709286e+01
9.150000000000000000e+02	1.057773860447345626e+01	2.437158469945355233e-03	1.783000000000000000e+03	1.838273860447345598e+01
2.670000000000000000e+02	1.441861091692656949e+01	2.284644194756554371e-03	1.888000000000000000e+03	1.655361091692656927e+01
3.260000000000000000e+02	1.259833192324080287e+01	2.914110429447852417e-03	6.500000000000000000e+01	1.592333192324080215e+01
7.900000000000000000e+01	1.578099446074644518e+01	3.037974683544303767e-03	1.457000000000000000e+03	1.662099446074644504e+01
3.950000000000000000e+02	1.351452281130122657e+01	2.936708860759493309e-03	3.100000000000000000e+01	1.757452281130122529e+01
5.470000000000000000e+02	1.750311851358829429e+01	2.449725776965265382e-03	1.424100000000000000e+04	2.219311851358829557e+01
1.740000000000000000e+02	6.315199294528403007e-01	1.494252873563218457e-03	4.710000000000000000e+02	1.541519929452840332e+00
3.680000000000000000e+02	1.582823619485140484e-02	3.369565217391304324e-03	1.100000000000000000e+01	4.355828236194851044e+00
1.880000000000000000e+02	4.343210661075806556e+00	3.723404255319148672e-03	1.700000000000000000e+01	6.793210661075805845e+00
7.000000000000000000e+00	6.768862874540568342e+00	7.142857142857143501e-03	1.596000000000000000e+03	6.943862874540568164e+00
3.390000000000000000e+02	4.823386839111311275e+00	3.392330383480825912e-03	3.800000000000000000e+01	8.848386839111311630e+00
2.500000000000000000e+02	8.786326403883622405e+00	3.080000000000000272e-03	6.880000000000000000e+03	1.148132640388362269e+01
2.300000000000000000e+01	2.239244688072274503e+00	3.913043478260869006e-03	1.100000000000000000e+01	2.554244688072274450e+00
6.380000000000000000e+02	2.544584725956430038e+00	3.667711598746081075e-03	6.470000000000000000e+02	1.073458472595642910e+01
6.780000000000000000e+02	9.600346617014478667e+00	3.156342182890855587e-03	2.766000000000000000e+03	1.709034661701447888e+01
1.970000000000000000e+02	1.137980896696143240e+01	2.893401015228426031e-03	1.600000000000000000e+01	1.337480896696143162e+01
1.730000000000000000e+02	1.334264533135192465e+01	3.352601156069363788e-03	2.000000000000000000e+01	1.537264533135192401e+01
8.020000000000000000e+02	1.532954681965982680e+01	3.167082294264339341e-03	2.222000000000000000e+03	2.421954681965982559e+01
3.100000000000000000e+01	1.857856434620609321e+01	2.580645161290322578e-03	2.200000000000000000e+01	1.885856434620609434e+01
2.860000000000000000e+02	1.880605494594729166e+01	3.706293706293706507e-03	1.400000000000000000e+01	2.251605494594729251e+01
1.090000000000000000e+02	2.247953243277889612e+01	3.944954128440366498e-03	1.951000000000000000e+03	2.398453243277889513e+01
1.400000000000000000e+02	1.901723581693382670e+01	3.428571428571428395e-03	1.200000000000000000e+01	2.069723581693382641e+01
2.440000000000000000e+02	2.066722052515548569e+01	3.237704918032787045e-03	1.243300000000000000e+04	2.343222052515548626e+01
5.810000000000000000e+02	2.020971836787795350e+00	3.321858864027538768e-03	1.700000000000000000e+01	8.775971836787796576e+00
