2.510000000000000000e+02	8.244687617934691806e-03	4.661354581673306241e-03	1.200000000000000000e+01	4.103244687617934261e+00
7.800000000000000000e+01	4.089886309178987212e+00	5.128205128205128201e-03	1.200000000000000000e+01	5.489886309178986679e+00
3.300000000000000000e+01	5.474433064944320471e+00	6.363636363636362980e-03	1.900000000000000000e+01	6.209433064944320790e+00
1.200000000000000000e+02	6.183420288490430572e+00	4.666666666666667053e-03	1.500000000000000000e+01	8.143420288490430536e+00
6.000000000000000000e+00	8.119894544222303168e+00	3.333333333333333547e-03	3.139000000000000000e+03	8.189894544222303452e+00
2.590000000000000000e+02	3.994298751268186454e+00	4.324324324324324391e-03	1.700000000000000000e+01	7.914298751268185939e+00
1.950000000000000000e+02	7.888016847036793067e+00	4.051282051282051322e-03	5.629000000000000000e+03	1.065301684703679364e+01
4.700000000000000000e+01	2.944384745873661391e+00	2.765957446808510641e-03	1.500000000000000000e+01	3.399384745873661462e+00
4.690000000000000000e+02	3.384190889588543527e+00	3.901918976545842334e-03	1.300000000000000000e+01	9.789190889588542888e+00
2.440000000000000000e+02	9.766832977080493805e+00	3.729508196721311418e-03	6.186000000000000000e+03	1.295183297708049430e+01
4.130000000000000000e+02	3.601324166392949166e+00	3.438256658595641342e-03	1.350000000000000000e+02	8.571324166392948030e+00
5.980000000000000000e+02	8.355322014691353161e+00	3.277591973244147004e-03	8.885000000000000000e+03	1.521532201469135259e+01
1.900000000000000000e+01	2.123744420613501660e+00	1.052631578947368397e-03	1.300000000000000000e+01	2.193744420613501500e+00
1.700000000000000000e+01	2.183167125736276581e+00	1.176470588235294231e-03	2.000000000000000000e+01	2.253167125736276422e+00
1.860000000000000000e+02	2.236685767025611948e+00	3.494623655913978600e-03	1.300000000000000000e+01	4.511685767025611860e+00
2.790000000000000000e+02	4.496511426276738277e+00	3.082437275985663080e-03	2.500000000000000000e+01	7.506511426276738064e+00
