3.000000000000000000e+01	0.000000000000000000e+00	4.666666666666667053e-03	1.500000000000000000e+02	4.900000000000000466e-01
3.400000000000000000e+01	4.339515625000000543e-01	5.588235294117647328e-03	1.200000000000000000e+01	1.098951562500000145e+00
7.000000000000000000e+01	1.092043613720081519e+00	6.000000000000000125e-03	2.000000000000000000e+01	2.562043613720081936e+00
1.400000000000000000e+01	2.544466840199334889e+00	7.857142857142857678e-03	1.200000000000000000e+01	2.929466840199335120e+00
1.950000000000000000e+02	2.918181377887234973e+00	5.435897435897436500e-03	3.200000000000000000e+01	6.628181377887235826e+00
2.500000000000000000e+01	6.582947169676049093e+00	4.000000000000000083e-03	1.400000000000000000e+01	6.932947169676048738e+00
4.400000000000000000e+01	6.912687514681176815e+00	5.681818181818181976e-03	1.800000000000000000e+01	7.787687514681176815e+00
5.900000000000000000e+01	7.760084652968970431e+00	5.932203389830507760e-03	3.100000000000000000e+01	8.985084652968970076e+00
1.350000000000000000e+02	8.934049730613534024e+00	5.185185185185185036e-03	3.000000000000000000e+01	1.138404973061353331e+01
1.860000000000000000e+02	1.132844636831445406e+01	5.376344086021505805e-03	6.703000000000000000e+03	1.482844636831445406e+01
1.290000000000000000e+02	4.029844173218976700e+00	3.333333333333333114e-03	1.300000000000000000e+01	5.534844173218976593e+00
1.520000000000000000e+02	5.518035685424340642e+00	5.197368421052631950e-03	6.316000000000000000e+03	8.283035685424341210e+00
4.800000000000000000e+01	1.302169352266820068e+00	3.958333333333333669e-03	1.400000000000000000e+01	1.967169352266820104e+00
2.800000000000000000e+01	1.956384477044388559e+00	5.000000000000000104e-03	4.000000000000000000e+01	2.446384477044388550e+00
2.510000000000000000e+02	2.412095448173586121e+00	4.342629482071713037e-03	1.390000000000000000e+02	6.227095448173585623e+00
1.160000000000000000e+02	6.037782130841958583e+00	4.655172413793103904e-03	3.172000000000000000e+03	7.927782130841958264e+00
1.700000000000000000e+01	3.776538276225424706e+00	4.117647058823529702e-03	1.700000000000000000e+01	4.021538276225424369e+00
3.670000000000000000e+02	4.002809853720397548e+00	4.850136239782016842e-03	2.400000000000000000e+02	1.023280985372039709e+01
8.700000000000000000e+01	9.814914176528674261e+00	5.862068965517241471e-03	1.300000000000000000e+01	1.159991417652867440e+01
3.610000000000000000e+02	1.157557502473569855e+01	5.761772853185596031e-03	1.011000000000000000e+04	1.885557502473569969e+01
7.000000000000000000e+01	2.440002265449384922e+00	4.142857142857142572e-03	4.600000000000000000e+01	3.455002265449384602e+00
