3.100000000000000000e+01	0.000000000000000000e+00	3.870967741935483868e-03	1.440000000000000000e+02	4.199999999999999845e-01
7.000000000000000000e+00	3.702406936686097327e-01	4.285714285714285927e-03	4.070000000000000000e+02	4.752406936686097705e-01
9.200000000000000000e+01	3.334508504499474890e-01	3.586956521739130717e-03	1.400000000000000000e+01	1.488450850449947627e+00
9.400000000000000000e+01	1.479071512480636397e+00	3.297872340425531817e-03	8.400000000000000000e+02	2.564071512480636361e+00
7.700000000000000000e+01	1.877644921404713063e+00	2.467532467532467747e-03	7.020000000000000000e+02	2.542644921404713099e+00
2.030000000000000000e+02	1.964250783663310740e+00	2.463054187192118254e-03	1.400000000000000000e+01	3.714250783663310962e+00
7.900000000000000000e+01	3.699425864623668847e+00	2.151898734177215295e-03	1.600000000000000000e+01	4.294425864623669042e+00
8.640000000000000000e+02	4.276208987650091942e+00	2.615740740740740526e-03	3.100000000000000000e+01	1.218620898765009031e+01
5.000000000000000000e+01	1.212676224276184733e+01	2.200000000000000133e-03	1.012000000000000000e+03	1.251176224276184712e+01
2.220000000000000000e+02	1.062040931199117288e+01	1.756756756756756811e-03	1.300000000000000000e+01	1.198540931199117310e+01
1.400000000000000000e+01	1.196066882843642887e+01	2.142857142857142964e-03	1.100000000000000000e+01	1.206566882843642929e+01
1.100000000000000000e+01	1.204466289773175625e+01	2.727272727272727054e-03	6.900000000000000000e+01	1.214966289773175667e+01
3.600000000000000000e+01	1.201774303726111626e+01	1.944444444444444605e-03	1.799000000000000000e+03	1.226274303726111548e+01
6.660000000000000000e+02	9.042620102756785627e+00	3.948948948948948802e-03	2.000000000000000000e+01	1.824762010275678392e+01
3.030000000000000000e+02	1.820066139626237245e+01	2.706270627062706217e-03	2.440000000000000000e+03	2.107066139626237344e+01
3.490000000000000000e+02	1.536074796387528885e+01	3.868194842406877040e-03	1.900000000000000000e+01	2.008574796387528849e+01
2.540000000000000000e+02	2.003894136767303991e+01	2.716535433070866017e-03	3.050000000000000000e+03	2.245394136767303905e+01
1.100000000000000000e+02	1.520851021277219850e+01	4.090909090909091231e-03	1.400000000000000000e+01	1.678351021277219957e+01
3.800000000000000000e+01	1.675197991963577948e+01	3.947368421052631707e-03	1.600000000000000000e+01	1.727697991963577806e+01
3.200000000000000000e+01	1.724042156340066256e+01	4.062500000000000139e-03	1.900000000000000000e+01	1.769542156340066086e+01
5.950000000000000000e+02	1.765148997103143813e+01	2.537815126050420225e-03	9.681000000000000000e+03	2.293648997103143827e+01
4.680000000000000000e+02	4.523833640412976642e+00	3.162393162393162174e-03	4.000000000000000000e+01	9.703833640412977246e+00
6.460000000000000000e+02	9.635422491154690405e+00	2.863777089783282014e-03	1.400000000000000000e+01	1.611042249115469005e+01
3.700000000000000000e+01	1.607953121475009794e+01	2.162162162162162195e-03	8.593000000000000000e+03	1.635953121475009908e+01
5.700000000000000000e+01	2.827834836602298285e+00	1.052631578947368397e-03	1.100000000000000000e+01	3.037834836602298250e+00
