Oxymax Feeding Bouts CSV File 

CSV FILE CREATION:17/02/2015 09:18:27
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\16-02-15\2015-02-16.BDTA

GROUP/CAGE:0104
SUBJECT ID:Subject 4
SUBJECT MASS:413 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,010401,16/02/2015,14:33:19 ,14:33:23 , 4 ,0.04,0.04,
 2 , 1 ,010401,16/02/2015,14:35:27 ,14:37:04 , 97 ,0.86,0.90,
 3 , 1 ,010401,16/02/2015,14:39:28 ,14:40:08 , 40 ,0.30,1.20,
 4 , 5 ,010401,16/02/2015,15:32:43 ,15:35:20 , 157 ,1.34,2.54,
 5 , 6 ,010401,16/02/2015,15:37:24 ,15:37:41 , 17 ,0.09,2.63,
 6 , 16 ,010401,16/02/2015,18:06:13 ,18:09:30 , 197 ,1.47,4.10,
 7 , 16 ,010401,16/02/2015,18:11:36 ,18:12:36 , 60 ,0.46,4.56,
 8 , 20 ,010401,16/02/2015,19:03:55 ,19:06:13 , 138 ,1.00,5.56,
 9 , 20 ,010401,16/02/2015,19:06:30 ,19:07:06 , 36 ,0.24,5.80,
 10 , 24 ,010401,16/02/2015,19:54:20 ,19:56:31 , 131 ,0.90,6.70,
 11 , 24 ,010401,16/02/2015,19:56:44 ,19:59:31 , 167 ,1.03,7.73,
 12 , 31 ,010401,16/02/2015,21:32:57 ,21:36:44 , 227 ,1.43,9.16,
 13 , 31 ,010401,16/02/2015,21:42:20 ,21:43:41 , 81 ,0.42,9.58,
 14 , 36 ,010401,16/02/2015,22:43:27 ,22:45:27 , 120 ,0.64,10.22,
 15 , 36 ,010401,16/02/2015,22:45:40 ,22:48:07 , 147 ,0.88,11.10,
 16 , 36 ,010401,16/02/2015,22:48:44 ,22:51:24 , 160 ,1.00,12.10,
 17 , 39 ,010401,16/02/2015,23:38:43 ,23:41:28 , 165 ,0.94,13.04,
 18 , 40 ,010401,16/02/2015,23:42:15 ,23:45:31 , 196 ,1.20,14.24,
 19 , 40 ,010401,16/02/2015,23:47:01 ,23:47:03 , 2 ,0.05,14.29,
 20 , 43 ,010401,17/02/2015,00:22:35 ,00:26:37 , 242 ,1.50,15.79,
 21 , 43 ,010401,17/02/2015,00:27:02 ,00:28:41 , 99 ,0.64,16.43,
 22 , 45 ,010401,17/02/2015,00:57:19 ,01:01:06 , 227 ,1.49,17.92,
 23 , 45 ,010401,17/02/2015,01:02:56 ,01:03:47 , 51 ,0.32,18.24,
 24 , 53 ,010401,17/02/2015,02:51:59 ,02:55:59 , 240 ,1.44,19.68,
 25 , 59 ,010401,17/02/2015,04:14:10 ,04:16:30 , 140 ,0.95,20.63,
 26 , 59 ,010401,17/02/2015,04:16:42 ,04:18:08 , 86 ,0.58,21.21,
 27 , 59 ,010401,17/02/2015,04:18:25 ,04:20:14 , 109 ,0.74,21.95,
 28 , 60 ,010401,17/02/2015,04:35:59 ,04:37:10 , 71 ,0.34,22.29,
 29 , 60 ,010401,17/02/2015,04:37:27 ,04:39:14 , 107 ,0.59,22.88,
 30 , 64 ,010401,17/02/2015,05:20:57 ,05:24:44 , 227 ,1.25,24.13,
 31 , 64 ,010401,17/02/2015,05:27:01 ,05:27:03 , 2 ,0.02,24.15,
 32 , 66 ,010401,17/02/2015,05:54:51 ,05:57:08 , 137 ,0.89,25.04,
