OXYMAX CSV FEEDING BOUTS DATA FILE 

CSV FILE CREATION:09/10/2014 11:52:45
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\8-10-14\2014-10-08.BDTA

GROUP/CAGE:0103
SUBJECT ID:62333
SUBJECT MASS:406 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 123 ,010301,09/10/2014,04:35:58 ,04:36:00 , 2 ,-0.02,-0.02,
