Oxymax Feeding Bouts CSV File ,,,,,,,,,,,,
,,,,,,,,,,,,
CSV FILE CREATION:20/02/2015 14:05:30,,,,,,,,,,,,
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\17-02-15\2015-02-17.BDTA,,,,,,,,,,,,
,,,,,,,,,,,,
GROUP/CAGE:0112,,,,,,,,,,,,
SUBJECT ID:Subject 12,,,,,,,,,,,,
SUBJECT MASS:417 grams,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
:DATA,,,,,,,,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,,,,
#,#,#,,,,seconds,grams,grams,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,
1,12,11201,17/02/2015,12:14:19,12:14:32,13,0.05,0.05,,,,
2,14,11201,17/02/2015,12:28:40,12:33:59,319,1.24,1.29,,,,
3,14,11201,17/02/2015,12:35:39,12:36:13,34,0.17,1.46,,,,
4,30,11201,17/02/2015,16:25:00,16:28:10,190,1.07,2.53,,18:55,3.3,0
5,30,11201,17/02/2015,16:28:27,16:30:06,99,0.38,2.91,,18:56,3.3,0
6,30,11201,17/02/2015,16:30:19,16:31:33,74,0.35,3.26,,18:57,3.3,0
7,30,11201,17/02/2015,16:33:18,16:33:20,2,0.02,3.28,,18:58,4.27,0.97
8,37,11201,17/02/2015,18:01:16,18:01:30,14,0.02,3.3,,18:59,4.27,0.97
9,40,11201,17/02/2015,18:54:11,18:55:08,57,0.05,3.35,,19:00,4.27,0.97
10,40,11201,17/02/2015,18:55:23,18:56:16,53,-0.05,3.3,,19:01,4.66,1.36
11,41,11201,17/02/2015,18:58:14,19:01:09,175,0.97,4.27,,19:02,4.66,1.36
12,41,11201,17/02/2015,19:01:31,19:03:22,111,0.39,4.66,,19:03,4.66,1.36
13,41,11201,17/02/2015,19:04:34,19:04:45,11,0.02,4.68,,19:04,4.68,1.38
14,43,11201,17/02/2015,19:21:44,19:29:28,464,1.88,6.56,,19:05,4.68,1.38
15,44,11201,17/02/2015,19:39:02,19:42:46,224,0.84,7.4,,19:06,4.68,1.38
16,45,11201,17/02/2015,19:50:30,19:56:39,369,1.35,8.75,,19:07,4.68,1.38
17,45,11201,17/02/2015,19:56:54,19:58:27,93,0.29,9.04,,19:08,4.68,1.38
18,49,11201,17/02/2015,21:00:59,21:01:11,12,0.02,9.06,,19:09,4.68,1.38
19,53,11201,17/02/2015,21:45:43,21:49:46,243,1.12,10.18,,19:10,4.68,1.38
20,53,11201,17/02/2015,21:51:52,21:57:51,359,1.13,11.31,,19:11,4.68,1.38
21,53,11201,17/02/2015,21:58:39,21:59:40,61,0.17,11.48,,19:12,4.68,1.38
22,58,11201,17/02/2015,22:58:23,23:06:24,481,1.99,13.47,,19:13,4.68,1.38
23,59,11201,17/02/2015,23:19:32,23:23:24,232,0.78,14.25,,19:14,4.68,1.38
24,59,11201,17/02/2015,23:23:58,23:27:14,196,0.71,14.96,,19:15,4.68,1.38
25,61,11201,17/02/2015,23:51:28,23:54:44,196,0.59,15.55,,19:16,4.68,1.38
26,62,11201,17/02/2015,23:55:22,00:00:51,329,1.03,16.58,,19:17,4.68,1.38
27,62,11201,18/02/2015,00:01:17,00:04:27,190,0.54,17.12,,19:18,4.68,1.38
28,65,11201,18/02/2015,00:47:03,00:53:04,361,1.2,18.32,,19:19,4.68,1.38
29,66,11201,18/02/2015,00:53:26,00:55:07,101,0.26,18.58,,19:20,4.68,1.38
30,70,11201,18/02/2015,02:02:54,02:04:23,89,0.31,18.89,,19:21,6.56,3.26
31,71,11201,18/02/2015,02:04:42,02:10:05,323,0.99,19.88,,19:22,6.56,3.26
32,71,11201,18/02/2015,02:10:32,02:15:40,308,0.85,20.73,,19:23,6.56,3.26
33,75,11201,18/02/2015,03:07:09,03:13:30,381,1.16,21.89,,19:24,6.56,3.26
34,76,11201,18/02/2015,03:13:51,03:19:45,354,0.8,22.69,,19:25,6.56,3.26
35,80,11201,18/02/2015,04:14:13,04:23:32,559,1.12,23.81,,19:26,6.56,3.26
36,81,11201,18/02/2015,04:26:04,04:31:33,329,0.62,24.43,,19:27,6.56,3.26
37,84,11201,18/02/2015,05:14:59,05:19:38,279,0.43,24.86,,19:28,6.56,3.26
38,84,11201,18/02/2015,05:19:59,05:23:55,236,0.48,25.34,,19:29,6.56,3.26
39,86,11201,18/02/2015,05:41:22,05:46:47,325,0.48,25.82,,19:30,6.56,3.26
40,86,11201,18/02/2015,05:46:59,05:48:28,89,0.19,26.01,,19:31,6.56,3.26
41,86,11201,18/02/2015,05:48:58,05:49:50,52,0.06,26.07,,19:32,6.56,3.26
42,87,11201,18/02/2015,05:54:08,05:56:00,112,0.17,26.24,,19:33,6.56,3.26
43,101,11201,18/02/2015,09:14:40,09:15:41,61,0.07,26.31,,19:34,6.56,3.26
44,101,11201,18/02/2015,09:16:02,09:16:36,34,-0.04,26.27,,19:35,6.56,3.26
45,107,11201,18/02/2015,10:24:47,10:47:37,1370,-97.51,-71.24,,19:36,6.56,3.26
46,107,11201,18/02/2015,10:47:52,10:48:03,11,0.02,-71.22,,19:37,6.56,3.26
47,107,11201,18/02/2015,10:49:31,10:49:50,19,0.09,-71.13,,19:38,6.56,3.26
48,107,11201,18/02/2015,10:51:38,10:51:40,2,0.15,-70.98,,,,
49,108,11201,18/02/2015,10:51:52,10:53:15,83,0.2,-70.78,,,,
50,108,11201,18/02/2015,10:53:34,10:56:39,185,0.65,-70.13,,,,
51,108,11201,18/02/2015,10:56:52,10:57:22,30,0.06,-70.07,,,,
52,108,11201,18/02/2015,10:57:37,10:57:39,2,0.02,-70.05,,,,
53,108,11201,18/02/2015,10:58:44,11:03:07,263,-0.1,-70.15,,,,
54,108,11201,18/02/2015,11:03:24,11:03:39,15,0.04,-70.11,,,,
55,108,11201,18/02/2015,11:03:56,11:04:07,11,0.17,-69.94,,,,
56,108,11201,18/02/2015,11:04:57,11:05:04,7,0.16,-69.78,,,,
57,108,11201,18/02/2015,11:05:22,11:05:44,22,0.04,-69.74,,,,
58,108,11201,18/02/2015,11:06:07,11:06:24,17,0.11,-69.63,,,,
59,109,11201,18/02/2015,11:07:06,11:07:08,2,0.06,-69.57,,,,
60,109,11201,18/02/2015,11:08:01,11:10:18,137,0.34,-69.23,,,,
61,109,11201,18/02/2015,11:10:37,11:10:44,7,0.04,-69.19,,,,
62,109,11201,18/02/2015,11:10:56,11:13:26,150,0.36,-68.83,,,,
63,109,11201,18/02/2015,11:13:49,11:16:05,136,0.28,-68.55,,,,
64,109,11201,18/02/2015,11:16:19,11:16:30,11,0.02,-68.53,,,,
65,109,11201,18/02/2015,11:16:49,11:17:12,23,0.08,-68.45,,,,
66,109,11201,18/02/2015,11:17:33,11:17:40,7,0.08,-68.37,,,,
67,109,11201,18/02/2015,11:17:52,11:19:28,96,0.08,-68.29,,,,
68,109,11201,18/02/2015,11:19:42,11:21:26,104,0.26,-68.03,,,,
69,110,11201,18/02/2015,11:21:41,11:22:04,23,-0.03,-68.06,,,,
70,110,11201,18/02/2015,11:22:31,11:22:48,17,-0.04,-68.1,,,,
71,110,11201,18/02/2015,11:23:18,11:24:05,47,0.15,-67.95,,,,
72,110,11201,18/02/2015,11:24:21,11:24:57,36,0.09,-67.86,,,,
73,110,11201,18/02/2015,11:25:12,11:26:04,52,0.17,-67.69,,,,
74,110,11201,18/02/2015,11:26:43,11:26:49,6,-0.05,-67.74,,,,
75,110,11201,18/02/2015,11:27:10,11:27:22,12,0.02,-67.72,,,,
76,110,11201,18/02/2015,11:28:00,11:28:11,11,0.04,-67.68,,,,
77,110,11201,18/02/2015,11:28:55,11:29:20,25,0.1,-67.58,,,,
78,110,11201,18/02/2015,11:29:35,11:29:39,4,0.09,-67.49,,,,
79,110,11201,18/02/2015,11:29:54,11:30:36,42,0.13,-67.36,,,,
80,110,11201,18/02/2015,11:32:22,11:32:30,8,-0.04,-67.4,,,,
81,110,11201,18/02/2015,11:32:52,11:33:00,8,-0.06,-67.46,,,,
82,110,11201,18/02/2015,11:33:47,11:34:10,23,-0.03,-67.49,,,,
83,110,11201,18/02/2015,11:34:25,11:34:48,23,-0.09,-67.58,,,,
84,111,11201,18/02/2015,11:35:32,11:35:41,9,-0.03,-67.61,,,,
85,111,11201,18/02/2015,11:36:17,11:36:46,29,-0.11,-67.72,,,,
86,111,11201,18/02/2015,11:37:16,11:37:24,8,0.22,-67.5,,,,
87,111,11201,18/02/2015,11:38:04,11:38:53,49,0.15,-67.35,,,,
88,111,11201,18/02/2015,11:39:16,11:39:44,28,0.04,-67.31,,,,
89,111,11201,18/02/2015,11:42:28,11:42:41,13,0.05,-67.26,,,,
90,111,11201,18/02/2015,11:44:58,11:45:11,13,-0.02,-67.28,,,,
91,111,11201,18/02/2015,11:45:53,11:46:14,21,-0.07,-67.35,,,,
92,111,11201,18/02/2015,11:46:28,11:46:33,5,0.06,-67.29,,,,
93,111,11201,18/02/2015,11:48:27,11:49:26,59,-0.03,-67.32,,,,
94,112,11201,18/02/2015,11:49:40,11:50:33,53,0.15,-67.17,,,,
95,112,11201,18/02/2015,11:51:24,11:52:00,36,0.03,-67.14,,,,
96,112,11201,18/02/2015,11:53:11,11:53:20,9,0.11,-67.03,,,,
97,112,11201,18/02/2015,11:53:35,11:53:54,19,-0.06,-67.09,,,,
98,112,11201,18/02/2015,11:54:15,11:55:18,63,0.18,-66.91,,,,
99,112,11201,18/02/2015,11:55:56,11:56:00,4,0.12,-66.79,,,,
100,112,11201,18/02/2015,11:56:30,11:57:04,34,-0.03,-66.82,,,,
101,112,11201,18/02/2015,11:57:20,11:57:39,19,-0.13,-66.95,,,,
102,112,11201,18/02/2015,12:02:12,12:02:16,4,0.08,-66.87,,,,
103,112,11201,18/02/2015,12:02:48,12:02:52,4,-0.07,-66.94,,,,
104,113,11201,18/02/2015,12:09:43,12:09:45,2,0.03,-66.91,,,,
105,113,11201,18/02/2015,12:11:27,12:11:37,10,0.09,-66.82,,,,
106,113,11201,18/02/2015,12:13:17,12:13:38,21,-0.45,-67.27,,,,
107,113,11201,18/02/2015,12:14:26,12:14:52,26,0.7,-66.57,,,,
108,113,11201,18/02/2015,12:16:23,12:16:27,4,-0.04,-66.61,,,,
109,113,11201,18/02/2015,12:16:40,12:16:48,8,0.11,-66.5,,,,
110,114,11201,18/02/2015,12:19:39,12:19:43,4,-0.04,-66.54,,,,
111,114,11201,18/02/2015,12:20:44,12:20:46,2,-0.06,-66.6,,,,
112,114,11201,18/02/2015,12:22:05,12:22:09,4,0.13,-66.47,,,,
113,114,11201,18/02/2015,12:23:19,12:23:31,12,-0.07,-66.54,,,,
114,114,11201,18/02/2015,12:23:55,12:29:51,356,-0.4,-66.94,,,,
115,114,11201,18/02/2015,12:30:56,12:31:01,5,0.03,-66.91,,,,
116,114,11201,18/02/2015,12:31:24,12:31:41,17,0.03,-66.88,,,,
117,115,11201,18/02/2015,12:33:31,12:33:45,14,0.1,-66.78,,,,
118,115,11201,18/02/2015,12:35:04,12:35:23,19,0.03,-66.75,,,,
119,115,11201,18/02/2015,12:36:15,12:36:19,4,0.03,-66.72,,,,
120,115,11201,18/02/2015,12:36:53,12:37:01,8,0.06,-66.66,,,,
121,115,11201,18/02/2015,12:37:22,12:37:37,15,0.19,-66.47,,,,
122,115,11201,18/02/2015,12:37:56,12:39:18,82,0.13,-66.34,,,,
123,115,11201,18/02/2015,12:40:11,12:40:51,40,-0.34,-66.68,,,,
124,115,11201,18/02/2015,12:42:56,12:43:17,21,0.06,-66.62,,,,
125,115,11201,18/02/2015,12:44:50,12:45:11,21,0.1,-66.52,,,,
126,116,11201,18/02/2015,12:47:13,12:47:32,19,0.06,-66.46,,,,
127,116,11201,18/02/2015,12:48:14,12:48:15,1,-0.02,-66.48,,,,
128,116,11201,18/02/2015,12:52:34,12:52:43,9,0.07,-66.41,,,,
129,116,11201,18/02/2015,12:53:04,12:53:06,2,-0.02,-66.43,,,,
130,116,11201,18/02/2015,12:54:05,12:54:41,36,0.08,-66.35,,,,
131,116,11201,18/02/2015,12:55:00,12:55:19,19,0.07,-66.28,,,,
132,116,11201,18/02/2015,12:55:46,12:57:34,108,-0.26,-66.54,,,,
133,116,11201,18/02/2015,12:59:32,12:59:49,17,-0.06,-66.6,,,,
134,117,11201,18/02/2015,13:00:04,13:01:53,109,0.28,-66.32,,,,
135,117,11201,18/02/2015,13:02:08,13:02:20,12,0.12,-66.2,,,,
136,117,11201,18/02/2015,13:02:35,13:03:13,38,0.03,-66.17,,,,
137,117,11201,18/02/2015,13:04:32,13:04:50,18,0.04,-66.13,,,,
138,117,11201,18/02/2015,13:07:27,13:07:46,19,0.02,-66.11,,,,
139,117,11201,18/02/2015,13:08:05,13:08:13,8,0.18,-65.93,,,,
140,117,11201,18/02/2015,13:08:40,13:08:47,7,-0.02,-65.95,,,,
141,117,11201,18/02/2015,13:12:01,13:12:05,4,0.04,-65.91,,,,
142,117,11201,18/02/2015,13:13:34,13:13:36,2,-0.08,-65.99,,,,
143,118,11201,18/02/2015,13:17:22,13:17:24,2,0.05,-65.94,,,,
144,118,11201,18/02/2015,13:17:49,13:26:49,540,0.26,-65.68,,,,
145,118,11201,18/02/2015,13:27:02,13:28:28,86,0.54,-65.14,,,,
146,119,11201,18/02/2015,13:28:54,13:30:03,69,-0.03,-65.17,,,,
147,119,11201,18/02/2015,13:32:03,13:32:14,11,-0.03,-65.2,,,,
148,119,11201,18/02/2015,13:35:47,13:36:36,49,0.05,-65.15,,,,
149,119,11201,18/02/2015,13:36:57,13:37:01,4,0.1,-65.05,,,,
150,119,11201,18/02/2015,13:37:18,13:37:43,25,-0.31,-65.36,,,,
151,119,11201,18/02/2015,13:38:42,13:39:16,34,0.19,-65.17,,,,
152,120,11201,18/02/2015,13:44:07,13:44:26,19,-0.04,-65.21,,,,
153,120,11201,18/02/2015,13:44:39,13:44:41,2,-0.02,-65.23,,,,
154,120,11201,18/02/2015,13:44:58,13:45:00,2,0.07,-65.16,,,,
155,120,11201,18/02/2015,13:45:21,13:45:34,13,0.04,-65.12,,,,
156,120,11201,18/02/2015,13:47:44,13:47:45,1,-0.02,-65.14,,,,
157,120,11201,18/02/2015,13:48:35,13:48:37,2,0.07,-65.07,,,,
158,120,11201,18/02/2015,13:49:05,13:49:09,4,-0.04,-65.11,,,,
159,120,11201,18/02/2015,13:49:38,13:49:53,15,0.02,-65.09,,,,
160,120,11201,18/02/2015,13:50:27,13:50:38,11,0.15,-64.94,,,,
161,120,11201,18/02/2015,13:51:12,13:51:16,4,-0.06,-65,,,,
162,120,11201,18/02/2015,13:52:55,13:53:04,9,-0.02,-65.02,,,,
163,120,11201,18/02/2015,13:53:22,13:53:31,9,0.27,-64.75,,,,
164,120,11201,18/02/2015,13:54:11,13:54:13,2,0.05,-64.7,,,,
165,120,11201,18/02/2015,13:54:53,13:54:55,2,0.06,-64.64,,,,
166,120,11201,18/02/2015,13:55:10,13:55:38,28,0.02,-64.62,,,,
167,120,11201,18/02/2015,13:55:53,13:55:55,2,-0.05,-64.67,,,,
168,120,11201,18/02/2015,13:56:09,13:56:26,17,0.13,-64.54,,,,
169,120,11201,18/02/2015,13:56:52,13:56:58,6,-0.06,-64.6,,,,
170,121,11201,18/02/2015,13:59:28,13:59:32,4,0.06,-64.54,,,,
171,121,11201,18/02/2015,14:00:23,14:00:56,33,-0.07,-64.61,,,,
172,121,11201,18/02/2015,14:02:50,14:02:53,3,0.03,-64.58,,,,
173,121,11201,18/02/2015,14:04:38,14:04:59,21,-0.02,-64.6,,,,
174,121,11201,18/02/2015,14:05:14,14:05:18,4,-0.02,-64.62,,,,
175,121,11201,18/02/2015,14:06:06,14:06:07,1,0.08,-64.54,,,,
176,121,11201,18/02/2015,14:06:49,14:07:50,61,0.15,-64.39,,,,
177,121,11201,18/02/2015,14:10:00,14:10:05,5,-0.03,-64.42,,,,
178,121,11201,18/02/2015,14:10:30,14:11:14,44,0.16,-64.26,,,,
179,121,11201,18/02/2015,14:11:35,14:11:40,5,0.04,-64.22,,,,
180,121,11201,18/02/2015,14:12:07,14:12:18,11,-0.04,-64.26,,,,
