OXYMAX CSV FEEDING BOUTS DATA FILE 

CSV FILE CREATION:27/11/2015 10:07:42
DATA FILENAME:C:\Program Files\Oxymax\Recordings\M.Norton\23-11-15\2015-11-23.BDTA

GROUP/CAGE:0106
SUBJECT ID:5
SUBJECT MASS:266 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,010601,23/11/2015,09:57:38 ,09:57:44 , 6 ,0.07,0.07,
 2 , 1 ,010601,23/11/2015,10:01:01 ,10:01:08 , 7 ,0.08,0.15,
 3 , 1 ,010601,23/11/2015,10:01:22 ,10:01:35 , 13 ,0.07,0.22,
 4 , 1 ,010601,23/11/2015,10:07:05 ,10:07:30 , 25 ,0.03,0.25,
 5 , 3 ,010601,23/11/2015,10:31:43 ,10:33:00 , 77 ,0.48,0.73,
 6 , 3 ,010601,23/11/2015,10:33:13 ,10:33:28 , 15 ,0.17,0.90,
 7 , 3 ,010601,23/11/2015,10:33:39 ,10:33:46 , 7 ,0.09,0.99,
 8 , 3 ,010601,23/11/2015,10:35:20 ,10:35:26 , 6 ,0.07,1.06,
 9 , 7 ,010601,23/11/2015,11:52:46 ,11:52:53 , 7 ,0.06,1.12,
 10 , 8 ,010601,23/11/2015,11:57:21 ,11:57:39 , 18 ,0.07,1.19,
 11 , 8 ,010601,23/11/2015,11:57:51 ,11:57:57 , 6 ,0.07,1.26,
 12 , 8 ,010601,23/11/2015,11:59:20 ,11:59:27 , 7 ,0.08,1.34,
 13 , 8 ,010601,23/11/2015,12:02:19 ,12:02:35 , 16 ,0.07,1.41,
 14 , 8 ,010601,23/11/2015,12:08:45 ,12:09:35 , 50 ,0.28,1.69,
 15 , 15 ,010601,23/11/2015,13:54:01 ,13:54:08 , 7 ,0.06,1.75,
 16 , 19 ,010601,23/11/2015,15:00:45 ,15:01:05 , 20 ,0.12,1.87,
 17 , 25 ,010601,23/11/2015,16:50:47 ,16:50:52 , 5 ,0.02,1.89,
 18 , 85 ,010601,24/11/2015,09:20:45 ,09:21:52 , 67 ,0.34,2.23,
 19 , 85 ,010601,24/11/2015,09:22:06 ,09:22:55 , 49 ,0.30,2.53,
 20 , 85 ,010601,24/11/2015,09:23:07 ,09:23:26 , 19 ,0.14,2.67,
 21 , 85 ,010601,24/11/2015,09:23:38 ,09:24:51 , 73 ,0.37,3.04,
 22 , 85 ,010601,24/11/2015,09:25:12 ,09:25:55 , 43 ,0.25,3.29,
 23 , 85 ,010601,24/11/2015,09:26:06 ,09:28:38 , 152 ,0.73,4.02,
 24 , 85 ,010601,24/11/2015,09:29:48 ,09:30:00 , 12 ,0.05,4.07,
 25 , 86 ,010601,24/11/2015,09:30:45 ,09:31:24 , 39 ,0.14,4.21,
 26 , 86 ,010601,24/11/2015,09:31:35 ,09:34:41 , 186 ,0.92,5.13,
 27 , 86 ,010601,24/11/2015,09:34:53 ,09:36:17 , 84 ,0.40,5.53,
 28 , 92 ,010601,24/11/2015,11:13:41 ,11:13:51 , 10 ,0.04,5.57,
 29 , 92 ,010601,24/11/2015,11:14:02 ,11:15:16 , 74 ,0.31,5.88,
 30 , 92 ,010601,24/11/2015,11:16:01 ,11:16:09 , 8 ,0.08,5.96,
 31 , 92 ,010601,24/11/2015,11:16:35 ,11:16:58 , 23 ,0.14,6.10,
 32 , 92 ,010601,24/11/2015,11:17:18 ,11:17:38 , 20 ,0.13,6.23,
 33 , 92 ,010601,24/11/2015,11:18:00 ,11:18:25 , 25 ,0.16,6.39,
 34 , 92 ,010601,24/11/2015,11:18:41 ,11:22:19 , 218 ,1.12,7.51,
 35 , 92 ,010601,24/11/2015,11:22:37 ,11:25:29 , 172 ,0.82,8.33,
 36 , 93 ,010601,24/11/2015,11:25:45 ,11:29:12 , 207 ,1.00,9.33,
 37 , 101 ,010601,24/11/2015,13:55:20 ,13:55:24 , 4 ,0.03,9.36,
 38 , 102 ,010601,24/11/2015,13:57:55 ,13:58:16 , 21 ,0.08,9.44,
 39 , 102 ,010601,24/11/2015,13:58:33 ,13:59:44 , 71 ,0.36,9.80,
 40 , 102 ,010601,24/11/2015,14:00:05 ,14:00:11 , 6 ,0.06,9.86,
 41 , 102 ,010601,24/11/2015,14:00:23 ,14:03:25 , 182 ,0.89,10.75,
 42 , 102 ,010601,24/11/2015,14:03:46 ,14:06:52 , 186 ,0.85,11.60,
 43 , 108 ,010601,24/11/2015,15:45:24 ,15:45:36 , 12 ,0.07,11.67,
 44 , 108 ,010601,24/11/2015,15:46:14 ,15:47:06 , 52 ,0.26,11.93,
 45 , 108 ,010601,24/11/2015,15:48:09 ,15:51:08 , 179 ,0.86,12.79,
 46 , 109 ,010601,24/11/2015,15:51:42 ,15:56:47 , 305 ,1.36,14.15,
 47 , 109 ,010601,24/11/2015,15:56:59 ,15:58:00 , 61 ,0.29,14.44,
 48 , 118 ,010601,24/11/2015,18:30:54 ,18:30:56 , 2 ,0.03,14.47,
 49 , 118 ,010601,24/11/2015,18:32:53 ,18:34:45 , 112 ,0.43,14.90,
 50 , 119 ,010601,24/11/2015,18:37:10 ,18:40:22 , 192 ,0.69,15.59,
 51 , 119 ,010601,24/11/2015,18:40:33 ,18:41:23 , 50 ,0.19,15.78,
 52 , 119 ,010601,24/11/2015,18:41:37 ,18:42:43 , 66 ,0.33,16.11,
 53 , 119 ,010601,24/11/2015,18:42:59 ,18:46:26 , 207 ,0.88,16.99,
 54 , 124 ,010601,24/11/2015,20:13:57 ,20:14:20 , 23 ,0.05,17.04,
 55 , 126 ,010601,24/11/2015,20:34:32 ,20:35:52 , 80 ,0.26,17.30,
 56 , 126 ,010601,24/11/2015,20:36:15 ,20:37:09 , 54 ,0.22,17.52,
 57 , 126 ,010601,24/11/2015,20:37:22 ,20:39:14 , 112 ,0.42,17.94,
 58 , 126 ,010601,24/11/2015,20:40:10 ,20:42:35 , 145 ,0.53,18.47,
 59 , 126 ,010601,24/11/2015,20:42:51 ,20:45:22 , 151 ,0.55,19.02,
 60 , 126 ,010601,24/11/2015,20:45:36 ,20:48:10 , 154 ,0.42,19.44,
 61 , 132 ,010601,24/11/2015,22:18:01 ,22:18:58 , 57 ,0.18,19.62,
 62 , 132 ,010601,24/11/2015,22:19:11 ,22:23:48 , 277 ,0.90,20.52,
 63 , 133 ,010601,24/11/2015,22:26:06 ,22:31:55 , 349 ,1.05,21.57,
 64 , 136 ,010601,24/11/2015,23:26:31 ,23:32:35 , 364 ,1.10,22.67,
 65 , 137 ,010601,24/11/2015,23:33:07 ,23:39:25 , 378 ,1.31,23.98,
 66 , 137 ,010601,24/11/2015,23:39:40 ,23:44:05 , 265 ,0.96,24.94,
 67 , 139 ,010601,25/11/2015,00:18:04 ,00:18:19 , 15 ,0.02,24.96,
 68 , 139 ,010601,25/11/2015,00:20:43 ,00:21:06 , 23 ,0.02,24.98,
 69 , 140 ,010601,25/11/2015,00:21:41 ,00:32:06 , 625 ,1.86,26.84,
 70 , 140 ,010601,25/11/2015,00:32:26 ,00:33:32 , 66 ,0.23,27.07,
 71 , 140 ,010601,25/11/2015,00:33:50 ,00:37:03 , 193 ,0.52,27.59,
 72 , 150 ,010601,25/11/2015,03:17:18 ,03:17:36 , 18 ,0.02,27.61,
 73 , 150 ,010601,25/11/2015,03:20:01 ,03:23:31 , 210 ,0.43,28.04,
 74 , 150 ,010601,25/11/2015,03:23:43 ,03:24:01 , 18 ,0.15,28.19,
 75 , 150 ,010601,25/11/2015,03:24:29 ,03:28:41 , 252 ,0.63,28.82,
 76 , 154 ,010601,25/11/2015,04:25:02 ,04:33:48 , 526 ,1.62,30.44,
 77 , 157 ,010601,25/11/2015,05:13:03 ,05:13:29 , 26 ,0.03,30.47,
 78 , 157 ,010601,25/11/2015,05:17:25 ,05:20:19 , 174 ,0.43,30.90,
 79 , 157 ,010601,25/11/2015,05:20:40 ,05:20:43 , 3 ,0.05,30.95,
 80 , 157 ,010601,25/11/2015,05:21:09 ,05:21:20 , 11 ,0.07,31.02,
 81 , 157 ,010601,25/11/2015,05:21:40 ,05:23:51 , 131 ,0.42,31.44,
 82 , 157 ,010601,25/11/2015,05:24:03 ,05:26:04 , 121 ,0.33,31.77,
 83 , 160 ,010601,25/11/2015,06:01:26 ,06:04:38 , 192 ,0.38,32.15,
 84 , 160 ,010601,25/11/2015,06:04:52 ,06:07:55 , 183 ,0.62,32.77,
 85 , 160 ,010601,25/11/2015,06:08:06 ,06:08:44 , 38 ,0.14,32.91,
 86 , 160 ,010601,25/11/2015,06:08:55 ,06:09:19 , 24 ,0.10,33.01,
 87 , 160 ,010601,25/11/2015,06:11:49 ,06:13:38 , 109 ,0.23,33.24,
 88 , 161 ,010601,25/11/2015,06:13:51 ,06:19:54 , 363 ,0.84,34.08,
 89 , 172 ,010601,25/11/2015,09:28:17 ,09:29:01 , 44 ,0.18,34.26,
 90 , 172 ,010601,25/11/2015,09:29:56 ,09:30:34 , 38 ,0.26,34.52,
 91 , 172 ,010601,25/11/2015,09:31:58 ,09:32:37 , 39 ,0.20,34.72,
 92 , 172 ,010601,25/11/2015,09:33:10 ,09:33:27 , 17 ,0.12,34.84,
 93 , 176 ,010601,25/11/2015,10:32:39 ,10:32:52 , 13 ,0.06,34.90,
 94 , 176 ,010601,25/11/2015,10:33:03 ,10:33:20 , 17 ,0.10,35.00,
 95 , 176 ,010601,25/11/2015,10:36:09 ,10:36:13 , 4 ,0.02,35.02,
 96 , 176 ,010601,25/11/2015,10:37:11 ,10:37:36 , 25 ,0.11,35.13,
 97 , 177 ,010601,25/11/2015,10:54:37 ,10:54:44 , 7 ,0.05,35.18,
 98 , 177 ,010601,25/11/2015,10:57:18 ,10:57:31 , 13 ,0.07,35.25,
 99 , 177 ,010601,25/11/2015,10:57:51 ,10:58:30 , 39 ,0.24,35.49,
 100 , 177 ,010601,25/11/2015,10:58:45 ,10:58:55 , 10 ,0.09,35.58,
 101 , 177 ,010601,25/11/2015,10:59:09 ,10:59:23 , 14 ,0.10,35.68,
 102 , 178 ,010601,25/11/2015,11:00:57 ,11:01:09 , 12 ,0.09,35.77,
 103 , 178 ,010601,25/11/2015,11:10:14 ,11:11:08 , 54 ,0.32,36.09,
 104 , 178 ,010601,25/11/2015,11:11:25 ,11:11:38 , 13 ,0.09,36.18,
 105 , 186 ,010601,25/11/2015,13:20:23 ,13:20:59 , 36 ,0.16,36.34,
 106 , 186 ,010601,25/11/2015,13:23:42 ,13:24:41 , 59 ,0.27,36.61,
 107 , 186 ,010601,25/11/2015,13:24:53 ,13:25:21 , 28 ,0.18,36.79,
 108 , 186 ,010601,25/11/2015,13:25:49 ,13:26:38 , 49 ,0.28,37.07,
 109 , 186 ,010601,25/11/2015,13:26:58 ,13:29:05 , 127 ,0.66,37.73,
 110 , 196 ,010601,25/11/2015,16:09:21 ,16:10:12 , 51 ,0.24,37.97,
 111 , 197 ,010601,25/11/2015,16:12:08 ,16:17:19 , 311 ,1.48,39.45,
 112 , 197 ,010601,25/11/2015,16:17:44 ,16:17:49 , 5 ,0.04,39.49,
 113 , 197 ,010601,25/11/2015,16:18:13 ,16:19:08 , 55 ,0.30,39.79,
 114 , 206 ,010601,25/11/2015,18:48:41 ,18:48:53 , 12 ,0.06,39.85,
 115 , 206 ,010601,25/11/2015,18:49:05 ,18:50:33 , 88 ,0.41,40.26,
 116 , 206 ,010601,25/11/2015,18:50:44 ,18:51:14 , 30 ,0.15,40.41,
 117 , 206 ,010601,25/11/2015,18:51:26 ,18:58:32 , 426 ,1.47,41.88,
 118 , 206 ,010601,25/11/2015,18:58:54 ,19:00:13 , 79 ,0.34,42.22,
 119 , 206 ,010601,25/11/2015,19:00:46 ,19:02:21 , 95 ,0.27,42.49,
 120 , 207 ,010601,25/11/2015,19:02:51 ,19:04:58 , 127 ,0.56,43.05,
 121 , 207 ,010601,25/11/2015,19:06:11 ,19:06:40 , 29 ,0.04,43.09,
 122 , 212 ,010601,25/11/2015,20:26:28 ,20:27:30 , 62 ,0.18,43.27,
 123 , 212 ,010601,25/11/2015,20:28:14 ,20:28:37 , 23 ,0.11,43.38,
