OXYMAX CSV FEEDING BOUTS DATA FILE 

CSV FILE CREATION:06/03/2015 14:04:34
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\02-03-15\2015-03-02.BDTA

GROUP/CAGE:0108
SUBJECT ID:Subject 8
SUBJECT MASS:398 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 5 ,010801,02/03/2015,15:54:18 ,15:54:27 , 9 ,0.08,0.08,
 2 , 5 ,010801,02/03/2015,15:54:48 ,15:55:20 , 32 ,0.25,0.33,
 3 , 9 ,010801,02/03/2015,16:49:21 ,16:49:36 , 15 ,0.14,0.47,
 4 , 9 ,010801,02/03/2015,16:49:50 ,16:50:45 , 55 ,0.43,0.90,
 5 , 9 ,010801,02/03/2015,16:52:38 ,16:52:44 , 6 ,0.08,0.98,
 6 , 12 ,010801,02/03/2015,17:23:48 ,17:24:26 , 38 ,0.34,1.32,
 7 , 16 ,010801,02/03/2015,18:21:04 ,18:21:17 , 13 ,0.14,1.46,
 8 , 16 ,010801,02/03/2015,18:21:34 ,18:22:07 , 33 ,0.27,1.73,
 9 , 18 ,010801,02/03/2015,18:54:03 ,18:54:41 , 38 ,0.31,2.04,
 10 , 18 ,010801,02/03/2015,18:54:58 ,18:57:01 , 123 ,0.92,2.96,
 11 , 19 ,010801,02/03/2015,19:01:58 ,19:03:26 , 88 ,0.60,3.56,
 12 , 23 ,010801,02/03/2015,20:03:42 ,20:04:53 , 71 ,0.56,4.12,
 13 , 23 ,010801,02/03/2015,20:05:09 ,20:06:13 , 64 ,0.49,4.61,
 14 , 28 ,010801,02/03/2015,21:18:55 ,21:19:14 , 19 ,0.09,4.70,
 15 , 29 ,010801,02/03/2015,21:33:01 ,21:34:04 , 63 ,0.49,5.19,
 16 , 29 ,010801,02/03/2015,21:34:19 ,21:34:25 , 6 ,0.04,5.23,
 17 , 29 ,010801,02/03/2015,21:35:36 ,21:36:22 , 46 ,0.31,5.54,
 18 , 33 ,010801,02/03/2015,22:22:23 ,22:22:37 , 14 ,0.10,5.64,
 19 , 33 ,010801,02/03/2015,22:24:03 ,22:27:12 , 189 ,1.35,6.99,
 20 , 34 ,010801,02/03/2015,22:43:59 ,22:46:40 , 161 ,1.10,8.09,
 21 , 34 ,010801,02/03/2015,22:47:07 ,22:47:15 , 8 ,0.04,8.13,
 22 , 35 ,010801,02/03/2015,22:47:35 ,22:48:46 , 71 ,0.47,8.60,
 23 , 39 ,010801,02/03/2015,23:45:52 ,23:47:58 , 126 ,0.80,9.40,
 24 , 40 ,010801,03/03/2015,00:04:54 ,00:06:29 , 95 ,0.47,9.87,
 25 , 42 ,010801,03/03/2015,00:36:04 ,00:36:53 , 49 ,0.33,10.20,
 26 , 43 ,010801,03/03/2015,00:49:33 ,00:51:50 , 137 ,0.91,11.11,
 27 , 44 ,010801,03/03/2015,01:06:46 ,01:07:56 , 70 ,0.56,11.67,
 28 , 44 ,010801,03/03/2015,01:08:10 ,01:08:36 , 26 ,0.20,11.87,
 29 , 44 ,010801,03/03/2015,01:08:56 ,01:09:42 , 46 ,0.30,12.17,
 30 , 46 ,010801,03/03/2015,01:37:07 ,01:39:21 , 134 ,0.94,13.11,
 31 , 47 ,010801,03/03/2015,01:39:56 ,01:40:24 , 28 ,0.17,13.28,
 32 , 48 ,010801,03/03/2015,02:00:46 ,02:00:50 , 4 ,0.04,13.32,
 33 , 48 ,010801,03/03/2015,02:01:04 ,02:01:49 , 45 ,0.26,13.58,
 34 , 50 ,010801,03/03/2015,02:30:24 ,02:31:32 , 68 ,0.53,14.11,
 35 , 50 ,010801,03/03/2015,02:31:45 ,02:33:47 , 122 ,0.85,14.96,
 36 , 51 ,010801,03/03/2015,02:37:54 ,02:39:55 , 121 ,0.80,15.76,
 37 , 57 ,010801,03/03/2015,04:14:50 ,04:16:40 , 110 ,0.69,16.45,
 38 , 60 ,010801,03/03/2015,04:56:23 ,04:57:45 , 82 ,0.54,16.99,
 39 , 60 ,010801,03/03/2015,04:57:58 ,04:58:24 , 26 ,0.19,17.18,
 40 , 61 ,010801,03/03/2015,04:58:37 ,04:59:58 , 81 ,0.49,17.67,
 41 , 64 ,010801,03/03/2015,05:44:00 ,05:44:24 , 24 ,0.16,17.83,
 42 , 64 ,010801,03/03/2015,05:44:40 ,05:47:46 , 186 ,1.30,19.13,
 43 , 64 ,010801,03/03/2015,05:48:08 ,05:48:40 , 32 ,0.24,19.37,
 44 , 67 ,010801,03/03/2015,06:29:17 ,06:30:58 , 101 ,0.76,20.13,
 45 , 67 ,010801,03/03/2015,06:31:15 ,06:31:33 , 18 ,0.07,20.20,
 46 , 80 ,010801,03/03/2015,09:41:03 ,09:41:56 , 53 ,0.37,20.57,
 47 , 81 ,010801,03/03/2015,09:43:39 ,09:44:40 , 61 ,0.43,21.00,
 48 , 81 ,010801,03/03/2015,09:45:05 ,09:45:48 , 43 ,0.32,21.32,
 49 , 86 ,010801,03/03/2015,10:54:47 ,10:59:01 , 254 ,0.58,21.90,
 50 , 86 ,010801,03/03/2015,10:59:15 ,10:59:22 , 7 ,-0.02,21.88,
 51 , 86 ,010801,03/03/2015,10:59:35 ,11:00:25 , 50 ,-0.14,21.74,
 52 , 86 ,010801,03/03/2015,11:00:41 ,11:00:56 , 15 ,-0.02,21.72,
 53 , 86 ,010801,03/03/2015,11:01:12 ,11:01:30 , 18 ,0.17,21.89,
 54 , 86 ,010801,03/03/2015,11:01:47 ,11:02:35 , 48 ,-0.10,21.79,
 55 , 86 ,010801,03/03/2015,11:03:29 ,11:03:34 , 5 ,0.09,21.88,
 56 , 86 ,010801,03/03/2015,11:03:59 ,11:04:29 , 30 ,-0.09,21.79,
 57 , 86 ,010801,03/03/2015,11:04:50 ,11:05:29 , 39 ,0.03,21.82,
 58 , 86 ,010801,03/03/2015,11:06:10 ,11:06:43 , 33 ,0.08,21.90,
 59 , 86 ,010801,03/03/2015,11:08:10 ,11:08:35 , 25 ,0.03,21.93,
 60 , 86 ,010801,03/03/2015,11:08:46 ,11:09:28 , 42 ,-0.04,21.89,
 61 , 87 ,010801,03/03/2015,11:09:49 ,11:09:54 , 5 ,0.02,21.91,
 62 , 87 ,010801,03/03/2015,11:10:09 ,11:10:10 , 1 ,-0.02,21.89,
 63 , 87 ,010801,03/03/2015,11:10:33 ,11:10:59 , 26 ,0.07,21.96,
 64 , 87 ,010801,03/03/2015,11:15:06 ,11:15:15 , 9 ,0.02,21.98,
 65 , 87 ,010801,03/03/2015,11:15:27 ,11:15:31 , 4 ,-0.02,21.96,
 66 , 87 ,010801,03/03/2015,11:16:42 ,11:16:45 , 3 ,0.03,21.99,
 67 , 87 ,010801,03/03/2015,11:17:34 ,11:17:58 , 24 ,-0.13,21.86,
 68 , 87 ,010801,03/03/2015,11:18:48 ,11:19:05 , 17 ,0.07,21.93,
 69 , 87 ,010801,03/03/2015,11:19:20 ,11:19:27 , 7 ,-0.02,21.91,
 70 , 87 ,010801,03/03/2015,11:19:43 ,11:19:46 , 3 ,-0.02,21.89,
 71 , 87 ,010801,03/03/2015,11:20:05 ,11:20:40 , 35 ,-0.07,21.82,
 72 , 87 ,010801,03/03/2015,11:21:23 ,11:22:18 , 55 ,0.03,21.85,
 73 , 88 ,010801,03/03/2015,11:25:58 ,11:26:27 , 29 ,0.02,21.87,
 74 , 88 ,010801,03/03/2015,11:26:48 ,11:27:50 , 62 ,-0.02,21.85,
 75 , 88 ,010801,03/03/2015,11:29:07 ,11:29:14 , 7 ,-0.06,21.79,
 76 , 88 ,010801,03/03/2015,11:34:52 ,11:35:06 , 14 ,0.13,21.92,
 77 , 89 ,010801,03/03/2015,11:38:15 ,11:38:24 , 9 ,-0.03,21.89,
 78 , 89 ,010801,03/03/2015,11:38:49 ,11:38:55 , 6 ,0.02,21.91,
 79 , 89 ,010801,03/03/2015,11:39:17 ,11:39:57 , 40 ,-0.07,21.84,
 80 , 89 ,010801,03/03/2015,11:43:27 ,11:43:29 , 2 ,0.02,21.86,
 81 , 89 ,010801,03/03/2015,11:44:12 ,11:44:39 , 27 ,0.05,21.91,
 82 , 89 ,010801,03/03/2015,11:45:40 ,11:45:49 , 9 ,-0.04,21.87,
 83 , 89 ,010801,03/03/2015,11:46:36 ,11:47:06 , 30 ,-0.04,21.83,
 84 , 89 ,010801,03/03/2015,11:47:32 ,11:48:19 , 47 ,-0.06,21.77,
 85 , 89 ,010801,03/03/2015,11:48:42 ,11:50:03 , 81 ,0.49,22.26,
 86 , 89 ,010801,03/03/2015,11:50:29 ,11:50:58 , 29 ,0.14,22.40,
 87 , 90 ,010801,03/03/2015,11:51:13 ,11:53:39 , 146 ,0.15,22.55,
 88 , 90 ,010801,03/03/2015,11:53:52 ,11:54:08 , 16 ,0.03,22.58,
 89 , 90 ,010801,03/03/2015,12:02:11 ,12:02:20 , 9 ,0.10,22.68,
 90 , 90 ,010801,03/03/2015,12:03:14 ,12:03:16 , 2 ,-0.02,22.66,
 91 , 90 ,010801,03/03/2015,12:06:27 ,12:06:29 , 2 ,-0.03,22.63,
 92 , 91 ,010801,03/03/2015,12:12:16 ,12:12:19 , 3 ,-0.18,22.45,
 93 , 91 ,010801,03/03/2015,12:12:41 ,12:12:58 , 17 ,0.06,22.51,
 94 , 91 ,010801,03/03/2015,12:16:47 ,12:16:49 , 2 ,-0.02,22.49,
 95 , 92 ,010801,03/03/2015,12:30:15 ,12:30:36 , 21 ,0.02,22.51,
 96 , 93 ,010801,03/03/2015,12:40:47 ,12:40:49 , 2 ,-0.02,22.49,
 97 , 93 ,010801,03/03/2015,12:47:01 ,12:47:02 , 1 ,-0.02,22.47,
 98 , 94 ,010801,03/03/2015,12:51:42 ,12:51:44 , 2 ,-0.04,22.43,
 99 , 94 ,010801,03/03/2015,12:56:11 ,12:57:06 , 55 ,0.09,22.52,
 100 , 94 ,010801,03/03/2015,12:57:21 ,12:57:48 , 27 ,-0.06,22.46,
 101 , 94 ,010801,03/03/2015,12:58:13 ,12:58:35 , 22 ,0.04,22.50,
 102 , 94 ,010801,03/03/2015,12:58:52 ,12:59:03 , 11 ,-0.06,22.44,
 103 , 95 ,010801,03/03/2015,13:04:50 ,13:04:52 , 2 ,-0.07,22.37,
 104 , 95 ,010801,03/03/2015,13:06:00 ,13:06:02 , 2 ,0.02,22.39,
 105 , 95 ,010801,03/03/2015,13:07:35 ,13:07:38 , 3 ,0.04,22.43,
 106 , 95 ,010801,03/03/2015,13:11:26 ,13:11:29 , 3 ,-0.06,22.37,
 107 , 95 ,010801,03/03/2015,13:11:52 ,13:11:57 , 5 ,0.21,22.58,
 108 , 95 ,010801,03/03/2015,13:12:17 ,13:12:25 , 8 ,-0.05,22.53,
 109 , 95 ,010801,03/03/2015,13:15:56 ,13:16:05 , 9 ,0.02,22.55,
 110 , 96 ,010801,03/03/2015,13:21:23 ,13:21:37 , 14 ,0.02,22.57,
 111 , 96 ,010801,03/03/2015,13:22:34 ,13:23:02 , 28 ,-0.02,22.55,
 112 , 96 ,010801,03/03/2015,13:23:47 ,13:23:54 , 7 ,0.13,22.68,
 113 , 96 ,010801,03/03/2015,13:24:55 ,13:25:02 , 7 ,-0.02,22.66,
 114 , 96 ,010801,03/03/2015,13:25:53 ,13:25:54 , 1 ,0.02,22.68,
 115 , 96 ,010801,03/03/2015,13:26:36 ,13:27:36 , 60 ,0.21,22.89,
 116 , 96 ,010801,03/03/2015,13:27:54 ,13:27:59 , 5 ,-0.05,22.84,
 117 , 96 ,010801,03/03/2015,13:28:15 ,13:28:52 , 37 ,-0.02,22.82,
 118 , 97 ,010801,03/03/2015,13:36:36 ,13:36:39 , 3 ,0.10,22.92,
 119 , 97 ,010801,03/03/2015,13:36:53 ,13:36:56 , 3 ,-0.02,22.90,
 120 , 97 ,010801,03/03/2015,13:38:30 ,13:38:33 , 3 ,-0.04,22.86,
 121 , 97 ,010801,03/03/2015,13:43:08 ,13:43:10 , 2 ,-0.12,22.74,
 122 , 97 ,010801,03/03/2015,13:43:52 ,13:43:53 , 1 ,-0.02,22.72,
