OXYMAX CSV FEEDING BOUTS DATA FILE 

CSV FILE CREATION:31/10/2014 09:13:17
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\27-10-14\2014-10-27.BDTA

GROUP/CAGE:0110
SUBJECT ID:ANIMAL 10
SUBJECT MASS:516 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,011001,27/10/2014,12:33:38 ,12:33:45 , 7 ,0.03,0.03,
 2 , 1 ,011001,27/10/2014,12:37:46 ,12:37:58 , 12 ,0.06,0.09,
 3 , 2 ,011001,27/10/2014,12:46:04 ,12:46:25 , 21 ,0.14,0.23,
 4 , 2 ,011001,27/10/2014,12:49:49 ,12:50:02 , 13 ,0.10,0.33,
 5 , 3 ,011001,27/10/2014,13:03:12 ,13:03:56 , 44 ,0.42,0.75,
 6 , 3 ,011001,27/10/2014,13:04:07 ,13:04:27 , 20 ,0.22,0.97,
 7 , 87 ,011001,28/10/2014,08:58:04 ,08:58:16 , 12 ,0.11,1.08,
 8 , 87 ,011001,28/10/2014,08:58:27 ,08:58:40 , 13 ,0.05,1.13,
 9 , 87 ,011001,28/10/2014,08:59:04 ,09:00:01 , 57 ,0.37,1.50,
 10 , 87 ,011001,28/10/2014,09:00:14 ,09:01:03 , 49 ,0.06,1.56,
 11 , 87 ,011001,28/10/2014,09:01:15 ,09:04:30 , 195 ,1.50,3.06,
 12 , 87 ,011001,28/10/2014,09:04:41 ,09:05:22 , 41 ,0.31,3.37,
 13 , 87 ,011001,28/10/2014,09:05:34 ,09:06:58 , 84 ,0.54,3.91,
 14 , 87 ,011001,28/10/2014,09:07:14 ,09:07:38 , 24 ,0.19,4.10,
 15 , 87 ,011001,28/10/2014,09:07:53 ,09:08:47 , 54 ,0.37,4.47,
 16 , 87 ,011001,28/10/2014,09:10:28 ,09:10:48 , 20 ,0.20,4.67,
 17 , 88 ,011001,28/10/2014,09:14:11 ,09:14:37 , 26 ,0.19,4.86,
 18 , 88 ,011001,28/10/2014,09:14:53 ,09:16:03 , 70 ,0.45,5.31,
 19 , 88 ,011001,28/10/2014,09:16:18 ,09:16:39 , 21 ,0.18,5.49,
 20 , 88 ,011001,28/10/2014,09:16:52 ,09:16:59 , 7 ,0.07,5.56,
 21 , 93 ,011001,28/10/2014,10:23:19 ,10:25:54 , 155 ,0.90,6.46,
 22 , 93 ,011001,28/10/2014,10:26:11 ,10:26:20 , 9 ,0.11,6.57,
 23 , 99 ,011001,28/10/2014,11:50:04 ,11:54:06 , 242 ,1.67,8.24,
 24 , 107 ,011001,28/10/2014,13:47:09 ,13:47:19 , 10 ,0.08,8.32,
 25 , 107 ,011001,28/10/2014,13:47:33 ,13:47:51 , 18 ,0.12,8.44,
 26 , 107 ,011001,28/10/2014,13:51:00 ,13:51:21 , 21 ,0.15,8.59,
 27 , 107 ,011001,28/10/2014,13:51:33 ,13:53:09 , 96 ,0.65,9.24,
 28 , 107 ,011001,28/10/2014,13:53:20 ,13:54:26 , 66 ,0.47,9.71,
 29 , 107 ,011001,28/10/2014,13:54:39 ,13:55:57 , 78 ,0.46,10.17,
 30 , 108 ,011001,28/10/2014,14:00:08 ,14:03:44 , 216 ,1.22,11.39,
 31 , 108 ,011001,28/10/2014,14:03:56 ,14:06:04 , 128 ,0.77,12.16,
 32 , 109 ,011001,28/10/2014,14:10:42 ,14:14:13 , 211 ,1.17,13.33,
 33 , 111 ,011001,28/10/2014,14:52:06 ,14:52:31 , 25 ,0.08,13.41,
 34 , 125 ,011001,28/10/2014,18:00:46 ,18:01:04 , 18 ,0.11,13.52,
 35 , 125 ,011001,28/10/2014,18:01:17 ,18:03:02 , 105 ,0.60,14.12,
 36 , 125 ,011001,28/10/2014,18:03:27 ,18:03:43 , 16 ,0.12,14.24,
 37 , 125 ,011001,28/10/2014,18:08:17 ,18:11:10 , 173 ,0.95,15.19,
 38 , 125 ,011001,28/10/2014,18:11:27 ,18:12:04 , 37 ,0.26,15.45,
 39 , 125 ,011001,28/10/2014,18:12:22 ,18:13:11 , 49 ,0.35,15.80,
 40 , 126 ,011001,28/10/2014,18:16:28 ,18:17:28 , 60 ,0.38,16.18,
 41 , 126 ,011001,28/10/2014,18:17:55 ,18:18:27 , 32 ,0.20,16.38,
 42 , 126 ,011001,28/10/2014,18:18:41 ,18:20:13 , 92 ,0.59,16.97,
 43 , 127 ,011001,28/10/2014,18:40:34 ,18:41:38 , 64 ,0.34,17.31,
 44 , 128 ,011001,28/10/2014,18:42:03 ,18:43:53 , 110 ,0.46,17.77,
 45 , 128 ,011001,28/10/2014,18:48:25 ,18:52:33 , 248 ,1.19,18.96,
 46 , 129 ,011001,28/10/2014,18:58:31 ,19:00:15 , 104 ,0.50,19.46,
 47 , 129 ,011001,28/10/2014,19:00:40 ,19:01:12 , 32 ,0.17,19.63,
 48 , 129 ,011001,28/10/2014,19:03:11 ,19:03:38 , 27 ,0.11,19.74,
 49 , 130 ,011001,28/10/2014,19:04:05 ,19:11:31 , 446 ,2.09,21.83,
 50 , 130 ,011001,28/10/2014,19:15:05 ,19:19:39 , 274 ,1.06,22.89,
 51 , 139 ,011001,28/10/2014,21:22:10 ,21:23:10 , 60 ,0.26,23.15,
 52 , 141 ,011001,28/10/2014,21:50:51 ,21:51:09 , 18 ,0.06,23.21,
 53 , 141 ,011001,28/10/2014,21:51:26 ,21:54:00 , 154 ,0.54,23.75,
 54 , 143 ,011001,28/10/2014,22:20:59 ,22:28:35 , 456 ,1.78,25.53,
 55 , 144 ,011001,28/10/2014,22:28:52 ,22:31:05 , 133 ,0.57,26.10,
 56 , 144 ,011001,28/10/2014,22:31:25 ,22:33:46 , 141 ,0.59,26.69,
 57 , 144 ,011001,28/10/2014,22:38:34 ,22:42:38 , 244 ,0.99,27.68,
 58 , 145 ,011001,28/10/2014,22:42:53 ,22:45:22 , 149 ,0.56,28.24,
 59 , 147 ,011001,28/10/2014,23:17:27 ,23:18:19 , 52 ,0.16,28.40,
 60 , 147 ,011001,28/10/2014,23:18:39 ,23:19:36 , 57 ,0.15,28.55,
 61 , 148 ,011001,28/10/2014,23:30:58 ,23:33:51 , 173 ,0.42,28.97,
 62 , 149 ,011001,28/10/2014,23:43:04 ,23:44:48 , 104 ,0.30,29.27,
 63 , 150 ,011001,29/10/2014,00:03:26 ,00:03:58 , 32 ,0.07,29.34,
 64 , 151 ,011001,29/10/2014,00:07:22 ,00:10:01 , 159 ,0.52,29.86,
 65 , 151 ,011001,29/10/2014,00:10:22 ,00:12:43 , 141 ,0.48,30.34,
 66 , 151 ,011001,29/10/2014,00:19:04 ,00:20:50 , 106 ,0.39,30.73,
 67 , 154 ,011001,29/10/2014,00:56:21 ,00:57:30 , 69 ,0.20,30.93,
 68 , 154 ,011001,29/10/2014,01:00:32 ,01:03:46 , 194 ,0.55,31.48,
 69 , 155 ,011001,29/10/2014,01:04:16 ,01:07:11 , 175 ,0.61,32.09,
 70 , 160 ,011001,29/10/2014,02:28:53 ,02:30:27 , 94 ,0.25,32.34,
 71 , 161 ,011001,29/10/2014,02:32:48 ,02:39:17 , 389 ,1.51,33.85,
 72 , 164 ,011001,29/10/2014,03:14:45 ,03:17:56 , 191 ,0.71,34.56,
 73 , 164 ,011001,29/10/2014,03:18:08 ,03:19:32 , 84 ,0.30,34.86,
 74 , 164 ,011001,29/10/2014,03:21:14 ,03:21:47 , 33 ,0.12,34.98,
 75 , 168 ,011001,29/10/2014,04:21:22 ,04:23:49 , 147 ,0.40,35.38,
 76 , 174 ,011001,29/10/2014,05:42:58 ,05:45:41 , 163 ,0.66,36.04,
 77 , 174 ,011001,29/10/2014,05:49:05 ,05:49:54 , 49 ,0.16,36.20,
 78 , 175 ,011001,29/10/2014,05:50:15 ,05:51:27 , 72 ,0.22,36.42,
 79 , 190 ,011001,29/10/2014,09:30:42 ,09:30:45 , 3 ,-0.07,36.35,
 80 , 190 ,011001,29/10/2014,09:37:32 ,09:37:56 , 24 ,0.16,36.51,
 81 , 191 ,011001,29/10/2014,09:39:52 ,09:39:58 , 6 ,0.07,36.58,
 82 , 191 ,011001,29/10/2014,09:44:36 ,09:44:46 , 10 ,0.08,36.66,
 83 , 193 ,011001,29/10/2014,10:17:06 ,10:17:54 , 48 ,0.34,37.00,
 84 , 193 ,011001,29/10/2014,10:19:09 ,10:20:01 , 52 ,0.36,37.36,
 85 , 196 ,011001,29/10/2014,10:54:35 ,10:54:41 , 6 ,0.06,37.42,
 86 , 196 ,011001,29/10/2014,10:55:00 ,10:55:45 , 45 ,0.23,37.65,
 87 , 196 ,011001,29/10/2014,10:55:56 ,10:56:17 , 21 ,0.13,37.78,
 88 , 196 ,011001,29/10/2014,11:01:32 ,11:02:34 , 62 ,0.38,38.16,
 89 , 196 ,011001,29/10/2014,11:03:16 ,11:04:06 , 50 ,0.36,38.52,
 90 , 202 ,011001,29/10/2014,12:20:13 ,12:21:53 , 100 ,0.78,39.30,
 91 , 207 ,011001,29/10/2014,13:26:38 ,13:28:19 , 101 ,0.79,40.09,
 92 , 207 ,011001,29/10/2014,13:28:46 ,13:28:58 , 12 ,0.14,40.23,
 93 , 211 ,011001,29/10/2014,14:29:24 ,14:30:04 , 40 ,0.32,40.55,
 94 , 214 ,011001,29/10/2014,15:12:08 ,15:12:42 , 34 ,0.23,40.78,
 95 , 214 ,011001,29/10/2014,15:12:53 ,15:13:00 , 7 ,0.06,40.84,
 96 , 214 ,011001,29/10/2014,15:13:32 ,15:13:43 , 11 ,0.13,40.97,
 97 , 215 ,011001,29/10/2014,15:28:24 ,15:29:14 , 50 ,0.36,41.33,
 98 , 215 ,011001,29/10/2014,15:29:25 ,15:30:14 , 49 ,0.40,41.73,
 99 , 215 ,011001,29/10/2014,15:30:40 ,15:31:20 , 40 ,0.36,42.09,
 100 , 290 ,011001,30/10/2014,09:16:36 ,09:19:59 , 203 ,1.41,43.50,
 101 , 290 ,011001,30/10/2014,09:20:12 ,09:20:23 , 11 ,0.13,43.63,
 102 , 290 ,011001,30/10/2014,09:21:36 ,09:22:04 , 28 ,0.15,43.78,
 103 , 291 ,011001,30/10/2014,09:25:39 ,09:26:44 , 65 ,0.43,44.21,
 104 , 291 ,011001,30/10/2014,09:27:57 ,09:28:06 , 9 ,0.07,44.28,
 105 , 292 ,011001,30/10/2014,09:44:46 ,09:44:57 , 11 ,0.08,44.36,
 106 , 292 ,011001,30/10/2014,09:45:21 ,09:45:25 , 4 ,0.02,44.38,
 107 , 293 ,011001,30/10/2014,10:04:14 ,10:04:37 , 23 ,0.08,44.46,
 108 , 294 ,011001,30/10/2014,10:04:49 ,10:07:34 , 165 ,0.50,44.96,
 109 , 294 ,011001,30/10/2014,10:07:46 ,10:11:30 , 224 ,0.67,45.63,
 110 , 296 ,011001,30/10/2014,10:33:50 ,10:36:59 , 189 ,0.49,46.12,
 111 , 296 ,011001,30/10/2014,10:37:10 ,10:38:39 , 89 ,0.29,46.41,
 112 , 296 ,011001,30/10/2014,10:38:55 ,10:40:12 , 77 ,0.25,46.66,
 113 , 296 ,011001,30/10/2014,10:40:59 ,10:42:04 , 65 ,0.22,46.88,
 114 , 296 ,011001,30/10/2014,10:42:22 ,10:43:41 , 79 ,0.49,47.37,
 115 , 296 ,011001,30/10/2014,10:44:34 ,10:46:29 , 115 ,0.48,47.85,
 116 , 296 ,011001,30/10/2014,10:46:50 ,10:46:58 , 8 ,0.03,47.88,
 117 , 313 ,011001,30/10/2014,14:45:26 ,14:45:43 , 17 ,0.04,47.92,
 118 , 313 ,011001,30/10/2014,14:45:59 ,14:46:13 , 14 ,0.05,47.97,
 119 , 313 ,011001,30/10/2014,14:46:36 ,14:47:31 , 55 ,0.31,48.28,
 120 , 313 ,011001,30/10/2014,14:47:45 ,14:48:31 , 46 ,0.25,48.53,
 121 , 316 ,011001,30/10/2014,15:29:51 ,15:29:55 , 4 ,0.05,48.58,
 122 , 316 ,011001,30/10/2014,15:30:09 ,15:30:16 , 7 ,0.07,48.65,
 123 , 316 ,011001,30/10/2014,15:30:47 ,15:31:53 , 66 ,0.41,49.06,
