Oxymax Feeding Bouts CSV File ,,,,,,,,,,,,
,,,,,,,,,,,,
CSV FILE CREATION:20/02/2015 14:05:20,,,,,,,,,,,,
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\17-02-15\2015-02-17.BDTA,,,,,,,,,,,,
,,,,,,,,,,,,
GROUP/CAGE:0107,,,,,,,,,,,,
SUBJECT ID:Subject 7,,,,,,,,,,,,
SUBJECT MASS:366 grams,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
:DATA,,,,,,,,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,,,,
#,#,#,,,,seconds,grams,grams,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,
1,5,10701,17/02/2015,10:30:06,10:30:42,36,0.22,0.22,,,,
2,5,10701,17/02/2015,10:30:56,10:32:31,95,0.66,0.88,,,,
3,5,10701,17/02/2015,10:34:28,10:36:41,133,0.99,1.87,,,,
4,6,10701,17/02/2015,10:39:51,10:40:44,53,0.29,2.16,,18:50,4.61,0
5,6,10701,17/02/2015,10:40:56,10:42:54,118,0.77,2.93,,18:51,4.65,0.04
6,6,10701,17/02/2015,10:43:07,10:43:55,48,0.35,3.28,,18:52,5.84,1.23
7,26,10701,17/02/2015,15:34:21,15:34:23,2,0.02,3.3,,18:53,5.84,1.23
8,28,10701,17/02/2015,15:54:08,15:54:45,37,0.19,3.49,,18:54,5.84,1.23
9,28,10701,17/02/2015,15:55:05,15:56:23,78,0.53,4.02,,18:55,5.84,1.23
10,28,10701,17/02/2015,15:56:58,15:58:25,87,0.51,4.53,,18:56,5.91,1.3
11,37,10701,17/02/2015,18:02:56,18:03:15,19,0.08,4.61,,18:57,6,1.39
12,37,10701,17/02/2015,18:03:34,18:03:36,2,-0.03,4.58,,18:58,6.42,1.81
13,37,10701,17/02/2015,18:03:53,18:03:57,4,-0.02,4.56,,18:59,7.15,2.54
14,40,10701,17/02/2015,18:49:48,18:49:53,5,0.07,4.63,,19:00,7.7,3.09
15,40,10701,17/02/2015,18:50:24,18:51:11,47,-0.02,4.61,,19:01,7.15,2.54
16,40,10701,17/02/2015,18:51:23,18:52:16,53,0.04,4.65,,19:02,7.7,3.09
17,40,10701,17/02/2015,18:52:41,18:56:32,231,1.19,5.84,,19:03,7.7,3.09
18,40,10701,17/02/2015,18:56:46,18:56:57,11,0.07,5.91,,19:04,7.7,3.09
19,41,10701,17/02/2015,18:57:22,18:57:37,15,0.09,6,,19:05,7.77,3.16
20,41,10701,17/02/2015,18:57:54,18:59:06,72,0.42,6.42,,19:06,9.08,4.47
21,41,10701,17/02/2015,18:59:19,19:01:27,128,0.73,7.15,,19:07,9.08,4.47
22,41,10701,17/02/2015,19:01:44,19:03:40,116,0.55,7.7,,19:08,9.08,4.47
23,41,10701,17/02/2015,19:05:09,19:05:28,19,0.07,7.77,,19:09,9.08,4.47
24,41,10701,17/02/2015,19:05:55,19:11:24,329,1.31,9.08,,19:10,9.08,4.47
25,48,10701,17/02/2015,20:34:37,20:38:55,258,1.01,10.09,,19:11,9.08,4.47
26,48,10701,17/02/2015,20:41:35,20:43:06,91,0.38,10.47,,19:12,9.08,4.47
27,48,10701,17/02/2015,20:43:29,20:44:45,76,0.35,10.82,,19:13,9.08,4.47
28,50,10701,17/02/2015,21:09:16,21:11:33,137,0.48,11.3,,19:14,9.08,4.47
29,53,10701,17/02/2015,21:59:33,22:02:41,188,0.71,12.01,,19:15,9.08,4.47
30,54,10701,17/02/2015,22:03:17,22:14:45,688,2.23,14.24,,19:16,9.08,4.47
31,55,10701,17/02/2015,22:17:02,22:24:26,444,1.45,15.69,,19:17,9.08,4.47
32,59,10701,17/02/2015,23:19:31,23:26:24,413,1.37,17.06,,19:18,9.08,4.47
33,60,10701,17/02/2015,23:27:43,23:30:36,173,0.52,17.58,,19:19,9.08,4.47
34,60,10701,17/02/2015,23:30:54,23:33:39,165,0.45,18.03,,19:20,9.08,4.47
35,66,10701,18/02/2015,01:07:39,01:08:07,28,0.09,18.12,,19:21,9.08,4.47
36,70,10701,18/02/2015,01:52:46,02:01:59,553,1.8,19.92,,19:22,9.08,4.47
37,71,10701,18/02/2015,02:02:17,02:07:00,283,0.77,20.69,,19:23,9.08,4.47
38,71,10701,18/02/2015,02:09:43,02:09:53,10,0.04,20.73,,19:24,9.08,4.47
39,71,10701,18/02/2015,02:10:54,02:15:01,247,0.64,21.37,,19:25,9.08,4.47
40,84,10701,18/02/2015,05:19:10,05:24:07,297,0.85,22.22,,19:26,9.08,4.47
41,85,10701,18/02/2015,05:24:18,05:28:58,280,0.95,23.17,,19:27,9.08,4.47
42,85,10701,18/02/2015,05:29:40,05:31:09,89,0.32,23.49,,19:28,9.08,4.47
43,85,10701,18/02/2015,05:31:23,05:36:57,334,1.21,24.7,,19:29,9.08,4.47
44,85,10701,18/02/2015,05:37:12,05:37:56,44,0.15,24.85,,19:30,9.08,4.47
45,86,10701,18/02/2015,05:41:00,05:42:14,74,0.48,25.33,,19:31,9.08,4.47
46,86,10701,18/02/2015,05:42:28,05:48:23,355,1.73,27.06,,19:32,9.08,4.47
47,100,10701,18/02/2015,09:08:13,09:08:25,12,0.07,27.13,,19:33,9.08,4.47
48,100,10701,18/02/2015,09:08:40,09:09:07,27,-0.07,27.06,,19:34,9.08,4.47
49,103,10701,18/02/2015,09:51:45,09:52:30,45,0.38,27.44,,19:35,9.08,4.47
50,103,10701,18/02/2015,09:52:42,09:53:16,34,0.33,27.77,,,,
51,107,10701,18/02/2015,10:46:46,10:47:15,29,0.21,27.98,,,,
52,107,10701,18/02/2015,10:47:28,10:47:32,4,0.06,28.04,,,,
53,107,10701,18/02/2015,10:48:48,10:49:22,34,0.32,28.36,,,,
54,122,10701,18/02/2015,14:17:27,14:17:59,32,0.22,28.58,,,,
55,122,10701,18/02/2015,14:19:59,14:20:10,11,0.1,28.68,,,,
56,131,10701,18/02/2015,16:31:53,16:32:15,22,0.15,28.83,,,,
57,131,10701,18/02/2015,16:33:52,16:34:27,35,0.28,29.11,,,,
58,132,10701,18/02/2015,16:34:59,16:35:37,38,0.31,29.42,,,,
59,138,10701,18/02/2015,18:02:52,18:03:05,13,0.11,29.53,,,,
60,138,10701,18/02/2015,18:03:18,18:03:37,19,0.17,29.7,,,,
61,140,10701,18/02/2015,18:34:20,18:39:03,283,1.83,31.53,,,,
62,140,10701,18/02/2015,18:39:16,18:40:19,63,0.39,31.92,,,,
63,141,10701,18/02/2015,18:43:08,18:46:13,185,1.13,33.05,,,,
64,145,10701,18/02/2015,19:53:05,19:53:36,31,0.15,33.2,,,,
65,146,10701,18/02/2015,19:54:12,19:55:45,93,0.56,33.76,,,,
66,146,10701,18/02/2015,19:58:43,20:01:38,175,0.93,34.69,,,,
67,148,10701,18/02/2015,20:34:12,20:35:07,55,0.29,34.98,,,,
68,149,10701,18/02/2015,20:35:24,20:37:31,127,0.58,35.56,,,,
69,149,10701,18/02/2015,20:46:20,20:46:35,15,0.03,35.59,,,,
70,154,10701,18/02/2015,21:51:09,21:52:33,84,0.47,36.06,,,,
71,154,10701,18/02/2015,21:52:48,21:53:51,63,0.41,36.47,,,,
72,154,10701,18/02/2015,21:57:38,22:01:45,247,1.23,37.7,,,,
73,155,10701,18/02/2015,22:02:11,22:04:19,128,0.56,38.26,,,,
74,155,10701,18/02/2015,22:05:52,22:06:24,32,0.09,38.35,,,,
