OXYMAX CSV FEEDING BOUTS DATA FILE 

CSV FILE CREATION:09/10/2014 11:52:50
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\8-10-14\2014-10-08.BDTA

GROUP/CAGE:0104
SUBJECT ID:63334
SUBJECT MASS:444 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 9 ,010401,08/10/2014,10:33:54 ,10:34:00 , 6 ,-0.02,-0.02,
 2 , 129 ,010401,09/10/2014,05:34:01 ,05:34:02 , 1 ,-0.02,-0.04,
