Oxymax Feeding Bouts CSV File ,,,,,,,,,,,,
,,,,,,,,,,,,
CSV FILE CREATION:13/02/2015 13:55:42,,,,,,,,,,,,
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\09-02-15\2015-02-09.BDTA,,,,,,,,,,,,
,,,,,,,,,,,,
GROUP/CAGE:0103,,,,,,,,,,,,
SUBJECT ID:Subject 3,,,,,,,,,,,,
SUBJECT MASS:405 grams,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
:DATA,,,,,,,,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,,,,
#,#,#,,,,seconds,grams,grams,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,
1,1,10301,09/02/2015,14:18:29,14:18:48,19,0.09,0.09,,,,
2,2,10301,09/02/2015,14:34:52,14:35:01,9,0.08,0.17,,,,
3,2,10301,09/02/2015,14:42:43,14:43:45,62,0.57,0.74,,,,
4,2,10301,09/02/2015,14:44:48,14:45:03,15,0.1,0.84,,,,
5,6,10301,09/02/2015,15:32:38,15:32:57,19,0.17,1.01,,,,
6,6,10301,09/02/2015,15:33:12,15:33:31,19,0.19,1.2,,,,
7,6,10301,09/02/2015,15:34:01,15:34:38,37,0.31,1.51,,,,
8,16,10301,09/02/2015,18:00:13,18:00:22,9,0.13,1.64,,,,
9,16,10301,09/02/2015,18:00:45,18:00:54,9,0.12,1.76,,,,
10,16,10301,09/02/2015,18:02:08,18:02:23,15,0.13,1.89,,,,
11,16,10301,09/02/2015,18:04:13,18:04:41,28,0.27,2.16,,,,
12,17,10301,09/02/2015,18:18:58,18:19:28,30,0.3,2.46,,,,
13,18,10301,09/02/2015,18:20:08,18:20:25,17,0.11,2.57,,,,
14,18,10301,09/02/2015,18:21:38,18:21:53,15,0.12,2.69,,,,
15,18,10301,09/02/2015,18:23:59,18:24:13,14,0.11,2.8,,,,
16,18,10301,09/02/2015,18:24:57,18:25:08,11,0.11,2.91,,,,
17,18,10301,09/02/2015,18:25:36,18:25:42,6,0.05,2.96,,,,
18,20,10301,09/02/2015,18:52:04,18:52:25,21,0.17,3.13,,,,
19,20,10301,09/02/2015,18:52:47,18:55:04,137,0.89,4.02,,,,
20,20,10301,09/02/2015,18:57:04,18:57:21,17,0.11,4.13,,,,
21,20,10301,09/02/2015,18:57:47,18:59:23,96,0.59,4.72,,,,
22,21,10301,09/02/2015,19:01:55,19:03:38,103,0.52,5.24,,,,
23,21,10301,09/02/2015,19:03:57,19:04:27,30,0.14,5.38,,,,
24,21,10301,09/02/2015,19:08:23,19:11:55,212,1.36,6.74,,,,
25,21,10301,09/02/2015,19:12:08,19:12:12,4,0.02,6.76,,,,
26,22,10301,09/02/2015,19:21:25,19:21:44,19,0.06,6.82,,,,
27,22,10301,09/02/2015,19:22:33,19:24:22,109,0.69,7.51,,,,
28,32,10301,09/02/2015,21:43:14,21:47:22,248,1.25,8.76,,,,
29,35,10301,09/02/2015,22:33:09,22:33:35,26,0.1,8.86,,,,
30,36,10301,09/02/2015,22:34:46,22:38:20,214,1.13,9.99,,,,
31,36,10301,09/02/2015,22:39:20,22:39:27,7,0.02,10.01,,,,
32,37,10301,09/02/2015,23:03:01,23:04:16,75,0.43,10.44,,,,
33,38,10301,09/02/2015,23:08:10,23:11:08,178,0.99,11.43,,,,
34,41,10301,09/02/2015,23:47:05,23:47:18,13,0.06,11.49,,,,
35,42,10301,10/02/2015,00:06:21,00:11:46,325,1.57,13.06,,,,
36,42,10301,10/02/2015,00:12:47,00:13:04,17,0.11,13.17,,,,
37,43,10301,10/02/2015,00:15:21,00:16:16,55,0.31,13.48,,,,
38,46,10301,10/02/2015,01:00:01,01:02:56,175,0.83,14.31,,,,
39,46,10301,10/02/2015,01:03:34,01:04:30,56,0.27,14.58,,,,
40,49,10301,10/02/2015,01:43:34,01:47:09,215,1.25,15.83,,,,
41,49,10301,10/02/2015,01:50:32,01:52:02,90,0.51,16.34,,,,
42,51,10301,10/02/2015,02:15:58,02:16:20,22,0.16,16.5,,,,
43,51,10301,10/02/2015,02:17:20,02:20:43,203,1.2,17.7,,,,
44,55,10301,10/02/2015,03:19:28,03:19:43,15,0.05,17.75,,,,
45,56,10301,10/02/2015,03:20:18,03:25:31,313,1.28,19.03,,,,
46,61,10301,10/02/2015,04:39:59,04:41:51,112,0.56,19.59,,,,
47,62,10301,10/02/2015,04:47:21,04:50:22,181,0.86,20.45,,,,
48,63,10301,10/02/2015,05:06:40,05:08:47,127,0.02,20.47,,,,
49,63,10301,10/02/2015,05:09:01,05:09:08,7,0.02,20.49,,,,
50,63,10301,10/02/2015,05:11:46,05:11:47,1,-0.03,20.46,,,,
