Oxymax Feeding Bouts CSV File ,,,,,,,,,,,,,
,,,,,,,,,,,,,
CSV FILE CREATION:13/02/2015 13:55:55,,,,,,,,,,,,,
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\09-02-15\2015-02-09.BDTA,,,,,,,,,,,,,
,,,,,,,,,,,,,
GROUP/CAGE:0109,,,,,,,,,,,,,
SUBJECT ID:Subject 9,,,,,,,,,,,,,
SUBJECT MASS:352 grams,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
:DATA,,,,,,,,,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,,,,,
#,#,#,,,,seconds,grams,grams,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,,
1,1,10901,09/02/2015,14:26:39,14:27:18,39,0.26,0.26,,,,,
2,2,10901,09/02/2015,14:37:59,14:38:18,19,0.13,0.39,,,,,
3,2,10901,09/02/2015,14:38:30,14:38:46,16,0.11,0.5,,,,,
4,2,10901,09/02/2015,14:40:43,14:41:11,28,0.08,0.58,,,,,
5,2,10901,09/02/2015,14:41:26,14:41:45,19,0.12,0.7,,,,,
6,2,10901,09/02/2015,14:43:19,14:43:54,35,0.31,1.01,,,,,
7,3,10901,09/02/2015,14:47:19,14:47:22,3,0.03,1.04,,,,,
8,5,10901,09/02/2015,15:27:12,15:28:22,70,0.58,1.62,,,,,
9,6,10901,09/02/2015,15:28:46,15:30:01,75,0.56,2.18,,,,,
10,6,10901,09/02/2015,15:30:44,15:30:57,13,0.05,2.23,,,,,
11,6,10901,09/02/2015,15:33:16,15:33:27,11,0.09,2.32,,,,,
12,17,10901,09/02/2015,18:16:54,18:16:58,4,0.03,2.35,,,,,
13,18,10901,09/02/2015,18:18:38,18:19:55,77,0.44,2.79,,,,,
14,18,10901,09/02/2015,18:20:10,18:20:17,7,0.09,2.88,,,,,
15,18,10901,09/02/2015,18:20:36,18:21:45,69,0.46,3.34,,,,,
16,18,10901,09/02/2015,18:22:04,18:24:15,131,0.82,4.16,,,,,
17,18,10901,09/02/2015,18:24:27,18:24:40,13,0.13,4.29,,,,,
18,21,10901,09/02/2015,19:02:04,19:04:19,135,0.92,5.21,,,,,
19,21,10901,09/02/2015,19:05:02,19:06:06,64,0.43,5.64,,,,,
20,21,10901,09/02/2015,19:15:10,19:15:22,12,0.06,5.7,,,,,
21,23,10901,09/02/2015,19:29:38,19:38:50,552,3.39,9.09,,,,,
22,23,10901,09/02/2015,19:39:05,19:40:44,99,0.64,9.73,,,,,
23,34,10901,09/02/2015,22:17:56,22:20:52,176,0.95,10.68,,,,,
24,35,10901,09/02/2015,22:21:09,22:21:13,4,0.02,10.7,,,,,
25,35,10901,09/02/2015,22:22:26,22:22:33,7,0.04,10.74,,,,,
26,37,10901,09/02/2015,22:39:27,22:49:44,617,2.93,13.67,,,,,
27,37,10901,09/02/2015,22:51:51,22:53:14,83,0.41,14.08,,,,,
28,42,10901,09/02/2015,23:59:50,00:02:05,135,0.52,14.6,,,,,
29,44,10901,10/02/2015,00:21:27,00:32:31,664,3.32,17.92,,,,,
30,49,10901,10/02/2015,01:43:43,01:44:32,49,0.26,18.18,,,,,
31,51,10901,10/02/2015,02:15:58,02:17:22,84,0.46,18.64,,,,,
32,53,10901,10/02/2015,02:45:13,02:45:19,6,0.02,18.66,,,,,
33,54,10901,10/02/2015,02:59:34,03:01:32,118,0.56,19.22,,,,,
34,54,10901,10/02/2015,03:02:38,03:03:04,26,0.1,19.32,,,,,
35,56,10901,10/02/2015,03:22:48,03:32:46,598,3.47,22.79,,,,,
36,57,10901,10/02/2015,03:33:03,03:35:00,117,0.58,23.37,,19:06,28.95,0,
37,65,10901,10/02/2015,05:32:22,05:37:28,306,1.2,24.57,,19:07,28.95,0,
38,65,10901,10/02/2015,05:37:45,05:42:00,255,1.38,25.95,,19:08,28.95,0,
39,65,10901,10/02/2015,05:42:15,05:42:33,18,0.13,26.08,,19:09,28.95,0,
40,94,10901,10/02/2015,12:29:41,12:31:37,116,0.62,26.7,,19:10,28.95,0,
41,94,10901,10/02/2015,12:31:54,12:32:07,13,0.1,26.8,,19:11,28.95,0,
42,94,10901,10/02/2015,12:32:22,12:33:19,57,0.18,26.98,,19:12,28.95,0,
43,116,10901,10/02/2015,17:40:49,17:42:44,115,0.56,27.54,,19:13,28.95,0,
44,116,10901,10/02/2015,17:43:01,17:48:03,302,1.3,28.84,,19:14,28.95,0,
