Oxymax Feeding Bouts CSV File ,,,,,,,,,,,,,
,,,,,,,,,,,,,
CSV FILE CREATION:20/02/2015 14:05:11,,,,,,,,,,,,,
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\17-02-15\2015-02-17.BDTA,,,,,,,,,,,,,
,,,,,,,,,,,,,
GROUP/CAGE:0101,,,,,,,,,,,,,
SUBJECT ID:Subject 1,,,,,,,,,,,,,
SUBJECT MASS:408.1 grams,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
:DATA,,,,,,,,,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,,,,,
#,#,#,,,,seconds,grams,grams,,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,,,,,
1,23,10101,17/02/2015,14:55:03,14:55:07,4,0.04,0.04,,,,,
2,23,10101,17/02/2015,14:55:45,14:56:06,21,0.19,0.23,,,,,
3,24,10101,17/02/2015,15:04:09,15:04:13,4,0.03,0.26,,,,,
4,24,10101,17/02/2015,15:05:06,15:05:10,4,0.03,0.29,,,,,
5,24,10101,17/02/2015,15:05:36,15:05:48,12,0.1,0.39,,,,,
6,24,10101,17/02/2015,15:06:37,15:07:00,23,0.18,0.57,,,,,
7,30,10101,17/02/2015,16:25:31,16:26:00,29,0.16,0.73,,,,,
8,30,10101,17/02/2015,16:26:21,16:26:45,24,0.19,0.92,,,,,
9,30,10101,17/02/2015,16:27:05,16:27:48,43,0.28,1.2,,,,,
10,30,10101,17/02/2015,16:29:52,16:32:22,150,1,2.2,,,,,
11,36,10101,17/02/2015,18:00:09,18:00:33,24,0.07,2.27,,,,,
12,37,10101,17/02/2015,18:00:58,18:01:06,8,-0.07,2.2,,,,,
13,40,10101,17/02/2015,18:44:30,18:44:36,6,0.02,2.22,,,,,
14,40,10101,17/02/2015,18:46:04,18:46:22,18,0.07,2.29,,,18:46,2.23,0
15,40,10101,17/02/2015,18:46:51,18:47:14,23,-0.06,2.23,,,18:47,2.23,0
16,40,10101,17/02/2015,18:50:31,18:50:33,2,0.02,2.25,,,18:48,2.23,0
17,40,10101,17/02/2015,18:56:09,18:56:57,48,0.29,2.54,,,18:49,2.23,0
18,41,10101,17/02/2015,18:57:35,18:58:49,74,0.41,2.95,,,18:50,2.25,0.02
19,41,10101,17/02/2015,18:59:21,19:00:05,44,0.29,3.24,,,18:51,2.25,0.02
20,43,10101,17/02/2015,19:36:13,19:39:27,194,0.87,4.11,,,18:52,2.25,0.02
21,47,10101,17/02/2015,20:25:07,20:27:48,161,0.77,4.88,,,18:53,2.25,0.02
22,47,10101,17/02/2015,20:28:07,20:29:38,91,0.44,5.32,,,18:54,2.25,0.02
23,47,10101,17/02/2015,20:29:59,20:30:16,17,0.09,5.41,,,18:55,2.25,0.02
24,51,10101,17/02/2015,21:28:16,21:30:59,163,0.83,6.24,,,18:56,2.25,0.02
25,51,10101,17/02/2015,21:31:14,21:32:27,73,0.36,6.6,,,18:57,2.54,0.31
26,55,10101,17/02/2015,22:19:00,22:20:52,112,0.54,7.14,,,18:58,2.54,0.31
27,55,10101,17/02/2015,22:21:09,22:22:59,110,0.64,7.78,,,18:59,2.95,0.72
28,55,10101,17/02/2015,22:23:22,22:26:09,167,0.82,8.6,,,19:00,2.95,0.72
29,57,10101,17/02/2015,22:55:11,22:58:10,179,0.99,9.59,,,19:01,3.24,1.01
30,58,10101,17/02/2015,22:58:29,23:00:40,131,0.68,10.27,,,19:02,3.24,1.01
31,58,10101,17/02/2015,23:00:52,23:03:03,131,0.7,10.97,,,19:03,3.24,1.01
32,58,10101,17/02/2015,23:03:18,23:04:06,48,0.26,11.23,,,19:04,3.24,1.01
33,60,10101,17/02/2015,23:32:51,23:36:41,230,1.24,12.47,,,19:05,3.24,1.01
34,60,10101,17/02/2015,23:36:55,23:37:31,36,0.24,12.71,,,19:06,3.24,1.01
35,63,10101,18/02/2015,00:15:46,00:20:06,260,1.41,14.12,,,19:07,3.24,1.01
36,63,10101,18/02/2015,00:20:27,00:22:44,137,0.74,14.86,,,19:08,3.24,1.01
37,71,10101,18/02/2015,02:11:34,02:13:03,89,0.47,15.33,,,19:09,3.24,1.01
38,71,10101,18/02/2015,02:13:18,02:18:51,333,1.93,17.26,,,19:10,3.24,1.01
39,71,10101,18/02/2015,02:19:10,02:20:03,53,0.29,17.55,,,19:11,3.24,1.01
40,81,10101,18/02/2015,04:32:16,04:36:46,270,1.53,19.08,,,19:12,3.24,1.01
41,84,10101,18/02/2015,05:07:52,05:11:17,205,1.17,20.25,,,19:13,3.24,1.01
42,84,10101,18/02/2015,05:11:30,05:12:01,31,0.14,20.39,,,19:14,3.24,1.01
43,84,10101,18/02/2015,05:12:16,05:15:47,211,1.29,21.68,,,19:15,3.24,1.01
44,87,10101,18/02/2015,05:53:50,05:55:44,114,0.69,22.37,,,19:16,3.24,1.01
45,87,10101,18/02/2015,05:55:57,05:57:36,99,0.65,23.02,,,19:17,3.24,1.01
46,87,10101,18/02/2015,05:57:53,05:59:09,76,0.44,23.46,,,19:18,3.24,1.01
47,87,10101,18/02/2015,05:59:21,06:01:15,114,0.71,24.17,,,19:19,3.24,1.01
48,100,10101,18/02/2015,09:02:35,09:03:15,40,0.07,24.24,,,19:20,3.24,1.01
49,100,10101,18/02/2015,09:03:34,09:03:43,9,-0.06,24.18,,,19:21,3.24,1.01
50,120,10101,18/02/2015,13:48:03,13:48:40,37,0.19,24.37,,,19:22,3.24,1.01
