OXYMAX CSV FEEDING BOUTS DATA FILE 

CSV FILE CREATION:03/02/2015 10:25:27
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\02-02-15\2015-02-02.BDTA

GROUP/CAGE:0102
SUBJECT ID:Subject 2
SUBJECT MASS:403 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,010201,02/02/2015,15:35:02 ,15:36:09 , 67 ,0.47,0.47,
 2 , 2 ,010201,02/02/2015,15:36:28 ,15:36:54 , 26 ,0.19,0.66,
