OXYMAX CSV FEEDING BOUTS DATA FILE 

CSV FILE CREATION:08/10/2014 09:03:07
DATA FILENAME:C:\Program Files\Oxymax\Recordings\E.Spreckley\6-10-14\2014-10-06.BDTA

GROUP/CAGE:0101
SUBJECT ID:62611
SUBJECT MASS:452 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,WEIGHT,ACCUM,
#,#,#,,,,seconds,grams,grams,
===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 8 ,010101,06/10/2014,18:38:10 ,18:43:03 , 293 ,1.71,1.71,
 2 , 8 ,010101,06/10/2014,18:43:19 ,18:48:20 , 301 ,1.96,3.67,
 3 , 8 ,010101,06/10/2014,18:48:31 ,18:49:01 , 30 ,0.18,3.85,
 4 , 8 ,010101,06/10/2014,18:49:13 ,18:49:39 , 26 ,0.12,3.97,
 5 , 9 ,010101,06/10/2014,19:00:56 ,19:01:37 , 41 ,0.03,4.00,
 6 , 10 ,010101,06/10/2014,19:01:51 ,19:02:27 , 36 ,0.06,4.06,
 7 , 10 ,010101,06/10/2014,19:03:42 ,19:03:45 , 3 ,0.02,4.08,
 8 , 12 ,010101,06/10/2014,19:25:20 ,19:25:46 , 26 ,0.03,4.11,
 9 , 12 ,010101,06/10/2014,19:27:06 ,19:29:53 , 167 ,0.50,4.61,
 10 , 20 ,010101,06/10/2014,20:33:52 ,20:39:29 , 337 ,1.29,5.90,
 11 , 20 ,010101,06/10/2014,20:39:47 ,20:44:38 , 291 ,1.11,7.01,
 12 , 28 ,010101,06/10/2014,21:53:34 ,21:57:47 , 253 ,1.27,8.28,
 13 , 28 ,010101,06/10/2014,21:58:04 ,21:58:25 , 21 ,0.12,8.40,
 14 , 34 ,010101,06/10/2014,22:43:54 ,22:51:41 , 467 ,1.86,10.26,
 15 , 34 ,010101,06/10/2014,22:52:05 ,22:52:13 , 8 ,0.04,10.30,
 16 , 34 ,010101,06/10/2014,22:52:33 ,22:52:40 , 7 ,-0.02,10.28,
 17 , 38 ,010101,06/10/2014,23:26:52 ,23:30:20 , 208 ,0.58,10.86,
 18 , 40 ,010101,06/10/2014,23:46:44 ,23:53:44 , 420 ,1.69,12.55,
 19 , 44 ,010101,07/10/2014,00:25:30 ,00:29:32 , 242 ,0.97,13.52,
 20 , 44 ,010101,07/10/2014,00:30:34 ,00:34:25 , 231 ,0.92,14.44,
 21 , 50 ,010101,07/10/2014,01:18:44 ,01:23:00 , 256 ,0.80,15.24,
 22 , 50 ,010101,07/10/2014,01:23:29 ,01:25:23 , 114 ,0.40,15.64,
 23 , 55 ,010101,07/10/2014,02:07:02 ,02:10:31 , 209 ,0.90,16.54,
 24 , 55 ,010101,07/10/2014,02:10:50 ,02:16:21 , 331 ,1.58,18.12,
 25 , 72 ,010101,07/10/2014,04:45:44 ,04:55:00 , 556 ,2.46,20.58,
 26 , 76 ,010101,07/10/2014,05:28:49 ,05:32:42 , 233 ,1.02,21.60,
 27 , 81 ,010101,07/10/2014,06:16:57 ,06:22:55 , 358 ,1.37,22.97,
 28 , 101 ,010101,07/10/2014,09:26:33 ,09:27:21 , 48 ,0.30,23.27,
 29 , 101 ,010101,07/10/2014,09:28:25 ,09:29:01 , 36 ,0.23,23.50,
 30 , 105 ,010101,07/10/2014,10:03:57 ,10:05:18 , 81 ,0.40,23.90,
 31 , 105 ,010101,07/10/2014,10:05:43 ,10:05:53 , 10 ,0.07,23.97,
 32 , 115 ,010101,07/10/2014,11:38:48 ,11:43:42 , 294 ,1.49,25.46,
 33 , 131 ,010101,07/10/2014,14:18:32 ,14:19:06 , 34 ,0.07,25.53,
 34 , 138 ,010101,07/10/2014,15:18:14 ,15:18:57 , 43 ,0.23,25.76,
 35 , 138 ,010101,07/10/2014,15:20:36 ,15:23:34 , 178 ,0.86,26.62,
 36 , 148 ,010101,07/10/2014,16:56:23 ,17:00:19 , 236 ,1.17,27.79,
 37 , 148 ,010101,07/10/2014,17:00:54 ,17:01:08 , 14 ,0.08,27.87,
 38 , 158 ,010101,07/10/2014,18:33:57 ,18:35:25 , 88 ,0.36,28.23,
 39 , 159 ,010101,07/10/2014,18:36:22 ,18:40:15 , 233 ,1.40,29.63,
 40 , 162 ,010101,07/10/2014,19:06:43 ,19:11:03 , 260 ,1.03,30.66,
 41 , 166 ,010101,07/10/2014,19:44:04 ,19:51:41 , 457 ,1.81,32.47,
 42 , 167 ,010101,07/10/2014,19:52:00 ,19:55:56 , 236 ,1.03,33.50,
 43 , 177 ,010101,07/10/2014,21:29:30 ,21:33:58 , 268 ,0.95,34.45,
 44 , 180 ,010101,07/10/2014,21:55:03 ,21:59:59 , 296 ,1.27,35.72,
 45 , 185 ,010101,07/10/2014,22:37:47 ,22:48:03 , 616 ,2.08,37.80,
 46 , 192 ,010101,07/10/2014,23:37:44 ,23:51:05 , 801 ,3.58,41.38,
 47 , 199 ,010101,08/10/2014,01:03:16 ,01:05:21 , 125 ,0.42,41.80,
 48 , 200 ,010101,08/10/2014,01:05:54 ,01:08:56 , 182 ,0.67,42.47,
 49 , 200 ,010101,08/10/2014,01:09:48 ,01:12:30 , 162 ,0.67,43.14,
 50 , 204 ,010101,08/10/2014,01:43:48 ,01:47:52 , 244 ,0.86,44.00,
 51 , 208 ,010101,08/10/2014,02:21:48 ,02:24:28 , 160 ,0.58,44.58,
 52 , 208 ,010101,08/10/2014,02:25:04 ,02:27:51 , 167 ,0.55,45.13,
 53 , 219 ,010101,08/10/2014,04:10:20 ,04:16:28 , 368 ,1.05,46.18,
 54 , 220 ,010101,08/10/2014,04:16:46 ,04:17:19 , 33 ,0.07,46.25,
 55 , 224 ,010101,08/10/2014,04:52:25 ,04:59:15 , 410 ,1.19,47.44,
 56 , 228 ,010101,08/10/2014,05:32:10 ,05:41:00 , 530 ,1.74,49.18,
 57 , 229 ,010101,08/10/2014,05:41:11 ,05:44:44 , 213 ,0.83,50.01,
 58 , 229 ,010101,08/10/2014,05:46:05 ,05:46:19 , 14 ,0.02,50.03,
